pl_name,hostname,disc_year,discoverymethod,pl_orbper,pl_rade,pl_insol,pl_eqt,pl_trandep,pl_trandur,st_teff,st_rad,st_mass,st_met,sy_dist,sy_jmag,sy_hmag,sy_kmag
"Kepler-1167 b","Kepler-1167",2016,"Transit",1.00393373900,1.71000000,1039.6970,1419.00,0.04911000,1.4562000,4971.00,0.750000,0.790000,-0.0500,820.90500000,14.3270000,13.8190000,13.6630000
"Kepler-1740 b","Kepler-1740",2021,"Transit",8.17240047500,3.32321414,127.9500,858.00,0.08643000,3.9020000,5705.00,0.905000,0.943000,-0.0600,1061.77000000,14.0930000,13.6980000,13.6950000
"Kepler-1581 b","Kepler-1581",2016,"Transit",6.28385491000,0.80000000,470.8620,1108.00,0.00357000,4.1240000,6022.00,1.230000,1.120000,0.0700,493.17500000,11.3310000,11.1060000,11.0250000
"Kepler-644 b","Kepler-644",2016,"Transit",3.17391710300,3.15000000,2381.7700,1655.00,0.03030000,3.5066000,6747.00,1.810000,1.490000,0.0800,1318.05000000,12.9210000,12.7250000,12.5740000
"Kepler-1752 b","Kepler-1752",2021,"Transit",56.35850143000,4.54060463,7.2900,419.00,0.25596000,6.9270000,5446.00,0.821000,0.824000,-0.2000,962.88800000,14.4730000,13.9840000,13.9990000
"Kepler-280 c","Kepler-280",2014,"Transit",4.80709100000,2.01000000,279.0850,1088.00,0.04505000,0.9010000,5744.00,0.886000,0.962000,0.1213,780.36100000,13.2890000,12.9140000,12.8440000
"Kepler-1208 b","Kepler-1208",2016,"Transit",11.08507637000,2.32000000,37.6640,665.00,0.07718000,1.7080000,5001.00,0.760000,0.800000,-0.0300,825.17600000,14.4200000,13.9230000,13.7880000
"Kepler-263 c","Kepler-263",2014,"Transit",47.33277300000,2.47000000,5.9940,386.00,0.09755000,3.0690000,5265.00,0.785000,0.793000,-0.0314,754.74700000,13.9940000,13.5310000,13.5480000
"Kepler-1101 b","Kepler-1101",2016,"Transit",81.31510590000,2.47000000,3.5770,393.00,0.07817000,5.7620000,5614.00,0.910000,0.940000,-0.0400,742.47300000,13.7930000,13.4220000,13.3140000
"Kepler-560 b","Kepler-560",2016,"Transit",18.47764449000,1.72000000,2.4600,298.00,0.27790000,1.8777000,3556.00,0.330000,0.340000,-0.3900,109.30800000,12.2760000,11.6710000,11.4550000
"Kepler-150 d","Kepler-150",2014,"Transit",12.56093000000,2.79000000,65.1420,734.00,0.09669000,3.7640000,5560.00,0.939000,0.956000,0.1200,891.09200000,13.8170000,13.4220000,13.3670000
"Kepler-498 b","Kepler-498",2016,"Transit",9.61375356000,3.03000000,202.7750,931.00,0.07979000,4.7305000,5744.00,0.960000,0.980000,-0.0400,938.84400000,13.1800000,12.7880000,12.7550000
"Kepler-937 b","Kepler-937",2016,"Transit",67.66882700000,3.72000000,20.6270,495.00,0.09611000,9.6230000,6095.00,1.220000,1.150000,0.0800,1571.46000000,14.0250000,13.7640000,13.6810000
"K2-10 b","K2-10",2015,"Transit",19.30553000000,3.77300000,42.1000,649.00,0.16910000,3.8064000,5533.00,0.956000,0.880000,-0.0700,272.36000000,11.0590000,10.7500000,10.6450000
"Kepler-571 b","Kepler-571",2016,"Transit",4.79859938800,2.64000000,219.0360,978.00,0.08174000,2.9979000,5527.00,0.900000,0.930000,0.0100,723.87500000,13.4100000,13.0460000,12.9860000
"Kepler-1458 b","Kepler-1458",2016,"Transit",47.98727640000,2.76000000,8.2930,493.00,0.09128000,4.7560000,5653.00,0.940000,0.960000,0.0200,544.45000000,12.9360000,12.5700000,12.5090000
"K2-335 b","K2-335",2021,"Transit",12.28321100000,2.21000000,,949.00,0.03140000,4.3100000,6222.00,1.330000,1.230000,0.1000,557.99300000,11.5860000,11.3370000,11.2810000
"Kepler-1600 c","Kepler-1600",2021,"Transit",7.29804992700,1.94206512,84.7000,786.00,0.03705000,3.0240000,5119.00,0.834000,0.818000,0.1000,1030.81000000,14.3510000,13.9030000,13.8960000
"Kepler-221 d","Kepler-221",2014,"Transit",10.04156000000,2.73000000,56.2930,712.00,0.11553000,2.5300000,5243.00,0.821000,0.854000,0.0616,385.23100000,12.4130000,11.9950000,11.9000000
"Kepler-626 b","Kepler-626",2016,"Transit",14.48585199000,2.29000000,69.7950,784.00,0.04571000,2.7143000,5813.00,1.050000,1.010000,0.0100,635.64300000,12.7810000,12.4380000,12.3880000
"K2-62 c","K2-62",2016,"Transit",16.19697000000,1.99000000,14.3000,495.00,0.08280000,1.2900000,4455.00,0.696000,0.670000,-0.1000,112.46700000,10.3740000,9.8110000,9.6880000
"Kepler-1149 b","Kepler-1149",2016,"Transit",3.73089898000,1.44000000,653.8310,1128.00,0.01912000,2.8070000,5833.00,1.010000,1.020000,0.0200,1217.73000000,13.7390000,13.4120000,13.3010000
"Kepler-1288 b","Kepler-1288",2016,"Transit",2.76122421000,1.12000000,1342.5000,2017.00,0.00678000,3.6620000,6132.00,1.290000,1.200000,0.1400,814.07800000,12.2390000,12.0030000,11.9590000
"Kepler-128 b","Kepler-128",2013,"Transit",15.00000000000,1.42100000,227.3980,968.00,0.00742000,4.2108000,6072.00,1.659000,1.184000,-0.0300,396.37900000,10.3730000,10.0940000,10.1090000
"Kepler-1245 b","Kepler-1245",2016,"Transit",4.35409304000,1.44000000,194.3440,1043.00,0.02771000,2.3130000,5306.00,0.830000,0.860000,-0.0100,805.93600000,14.0010000,13.5700000,13.5190000
"Kepler-1068 b","Kepler-1068",2016,"Transit",16.92344113000,3.63000000,55.9330,702.00,0.11253000,4.0618000,5806.00,1.010000,1.010000,0.0300,1473.61000000,14.6380000,14.3190000,14.1610000
"Kepler-311 c","Kepler-311",2014,"Transit",19.73828600000,1.43000000,72.4560,744.00,0.01681000,4.8600000,5905.00,1.188000,0.994000,-0.0300,778.65400000,12.7510000,12.4700000,12.4180000
"Kepler-150 e","Kepler-150",2014,"Transit",30.82655700000,3.12000000,19.6710,544.00,0.07759000,5.4550000,5560.00,0.939000,0.956000,0.1200,891.09200000,13.8170000,13.4220000,13.3670000
"Kepler-272 c","Kepler-272",2014,"Transit",6.05734200000,1.79000000,310.7600,947.00,0.03852000,3.6950000,5297.00,0.929000,0.910000,0.0400,889.60800000,13.1590000,12.8330000,12.7080000
"Kepler-152 c","Kepler-152",2014,"Transit",88.25505500000,2.39000000,2.5700,326.00,0.11322000,4.0360000,5088.00,0.724000,0.779000,-0.1200,441.09000000,12.8530000,12.4880000,12.3010000
"Kepler-1506 b","Kepler-1506",2016,"Transit",14.03291540000,1.32000000,235.8070,783.00,0.02109000,6.8440000,5676.00,0.930000,0.950000,-0.0500,2366.02000000,14.5100000,14.1170000,14.0820000
"HD 3167 b","HD 3167",2016,"Transit",0.95964100000,1.67000000,1650.0000,1774.00,0.02940000,1.6090000,5261.00,0.880000,0.837000,0.0400,47.28990000,7.5480000,7.2030000,7.0660000
"HD 3167 c","HD 3167",2016,"Transit",29.84540000000,3.00000000,16.9000,564.00,0.09460000,4.8690000,5261.00,0.880000,0.837000,0.0400,47.28990000,7.5480000,7.2030000,7.0660000
"Kepler-595 c","Kepler-595",2020,"Transit",12.38602000000,1.00900000,50.2300,679.00,0.01513000,2.6040000,5138.50,0.821000,0.930000,0.4060,643.00900000,13.3350000,12.9400000,12.8620000
"Kepler-595 b","Kepler-595",2016,"Transit",25.30290920000,3.70800000,17.3820,535.00,0.21057000,4.5204000,5138.50,0.821000,0.930000,0.4060,643.00900000,13.3350000,12.9400000,12.8620000
"Kepler-18 c","Kepler-18",2011,"Transit",7.64159000000,5.49000000,126.0810,899.00,0.22866000,3.4872000,5345.00,1.108000,0.972000,0.1900,433.04700000,12.1890000,11.8730000,11.7560000
"Kepler-18 b","Kepler-18",2011,"Transit",3.50472500000,2.00000000,355.7350,1165.00,0.02540000,2.0760000,5345.00,1.108000,0.972000,0.1900,433.04700000,12.1890000,11.8730000,11.7560000
"Kepler-4 b","Kepler-4",2009,"Transit",3.21346000000,4.00200000,1245.4310,1650.00,0.08700000,3.9823500,5857.00,1.487000,1.223000,0.1700,487.91600000,11.1220000,10.8360000,10.8050000
"HD 108236 f","HD 108236",2021,"Transit",29.54115000000,2.01700000,,,0.04450000,3.2700000,5660.00,0.877000,0.869000,-0.2800,64.59780000,8.0460000,7.7030000,7.6370000
"Kepler-59 c","Kepler-59",2012,"Transit",17.98012350000,1.98000000,107.7410,752.00,0.02139000,4.1249000,6074.00,0.940000,1.040000,-0.2000,1163.22000000,13.2530000,12.9740000,12.9280000
"Kepler-58 c","Kepler-58",2012,"Transit",15.57415680000,2.86000000,64.3890,799.00,0.04681000,5.1013000,5843.00,1.030000,0.950000,0.1000,969.25200000,13.6430000,13.3820000,13.2830000
"Kepler-62 c","Kepler-62",2013,"Transit",12.44170000000,0.54000000,28.4890,578.00,0.00700000,3.0200000,4925.00,0.640000,0.690000,-0.3700,300.87400000,12.2560000,11.7390000,11.6590000
"Kepler-62 b","Kepler-62",2013,"Transit",5.71493200000,1.31000000,80.3260,750.00,0.04300000,2.3100000,4925.00,0.640000,0.690000,-0.3700,300.87400000,12.2560000,11.7390000,11.6590000
"Kepler-59 b","Kepler-59",2012,"Transit",11.86817070000,1.10000000,187.5100,864.00,0.01019000,5.9770000,6074.00,0.940000,1.040000,-0.2000,1163.22000000,13.2530000,12.9740000,12.9280000
"Kepler-53 b","Kepler-53",2012,"Transit",18.64895250000,2.89000000,60.9970,701.00,0.08936000,4.4815000,5858.00,0.890000,0.980000,0.0000,1366.07000000,14.2520000,13.9060000,13.8070000
"Kepler-69 b","Kepler-69",2013,"Transit",13.72234100000,2.24000000,123.5170,779.00,0.05970000,5.1260000,5638.00,0.930000,0.810000,-0.2900,730.62500000,12.6310000,12.2840000,12.2340000
"Kepler-65 d","Kepler-65",2012,"Transit",8.13123000000,1.52000000,394.5490,1117.00,0.00980000,4.1000000,6211.00,1.410000,1.250000,0.1700,303.72800000,10.0660000,9.8520000,9.8060000
"Kepler-52 c","Kepler-52",2012,"Transit",16.38500210000,1.84000000,8.5500,433.00,0.11655000,3.1252000,4075.00,0.520000,0.540000,0.0000,321.54200000,13.1530000,12.5070000,12.3600000
"Kepler-55 b","Kepler-55",2012,"Transit",27.94814490000,2.43000000,6.6420,400.00,0.09425000,3.4932000,4362.00,0.580000,0.620000,-0.0100,578.79600000,13.9700000,13.3590000,13.2890000
"Kepler-413 b","Kepler-413",2014,"Transit",66.26200000000,4.34700000,,,,,4700.00,0.776100,0.820000,-0.2000,847.53600000,13.9870000,13.5050000,13.4150000
"Kepler-50 c","Kepler-50",2012,"Transit",9.37647000000,2.17000000,388.4440,1125.00,0.01590000,2.0600000,6225.00,1.580000,1.240000,0.0300,250.11000000,9.5180000,9.2500000,9.1970000
"Kepler-186 b","Kepler-186",2014,"Transit",3.88679070000,1.07000000,37.3720,571.00,0.05142000,1.8098000,3788.00,0.472000,0.478000,-0.2800,177.59400000,12.4730000,11.8240000,11.6050000
"Kepler-27 c","Kepler-27",2011,"Transit",31.33090000000,4.90000000,11.0670,481.00,0.50738000,4.7500000,5400.00,0.590000,0.650000,0.4100,1044.36000000,14.4840000,14.0260000,14.1180000
"Kepler-27 b","Kepler-27",2011,"Transit",15.33480000000,4.00000000,28.6810,610.00,0.30814000,3.4700000,5400.00,0.590000,0.650000,0.4100,1044.36000000,14.4840000,14.0260000,14.1180000
"Kepler-186 d","Kepler-186",2014,"Transit",13.34299600000,1.40000000,7.2040,379.00,0.08728000,2.9002000,3788.00,0.472000,0.478000,-0.2800,177.59400000,12.4730000,11.8240000,11.6050000
"Kepler-11 d","Kepler-11",2010,"Transit",22.68450000000,3.12000000,51.1150,653.00,0.08850000,5.5860000,5663.00,1.065000,0.961000,0.0500,646.34600000,12.5480000,12.2370000,12.1800000
"Kepler-11 b","Kepler-11",2010,"Transit",10.30390000000,1.80000000,146.3600,849.00,0.03013000,4.1160000,5663.00,1.065000,0.961000,0.0500,646.34600000,12.5480000,12.2370000,12.1800000
"Kepler-31 c","Kepler-31",2011,"Transit",42.63180000000,5.30000000,35.2540,615.00,0.17290000,6.0240000,6340.00,1.220000,1.210000,-0.0760,1664.64000000,14.2330000,13.9840000,13.8710000
"Kepler-32 c","Kepler-32",2011,"Transit",8.75220000000,2.00000000,10.6800,451.00,0.14530000,2.3280000,3900.00,0.530000,0.580000,0.0000,323.84700000,13.6160000,12.9010000,12.7570000
"Kepler-1735 b","Kepler-1735",2021,"Transit",7.71792984000,1.19429134,15.0100,502.00,0.03189000,1.8400000,3975.00,0.509000,0.535000,-0.3400,245.30300000,13.0350000,12.3840000,12.2470000
"Kepler-32 d","Kepler-32",2012,"Transit",22.78020000000,2.70000000,3.6310,328.00,0.21810000,2.9760000,3900.00,0.530000,0.580000,0.0000,323.84700000,13.6160000,12.9010000,12.7570000
"Kepler-31 d","Kepler-31",2014,"Transit",87.64510000000,3.90000000,11.8000,484.00,0.09590000,8.2560000,6340.00,1.220000,1.210000,-0.0760,1664.64000000,14.2330000,13.9840000,13.8710000
"Kepler-31 b","Kepler-31",2011,"Transit",20.86130000000,5.50000000,91.4740,781.00,0.18950000,4.9920000,6340.00,1.220000,1.210000,-0.0760,1664.64000000,14.2330000,13.9840000,13.8710000
"Kepler-32 f","Kepler-32",2012,"Transit",0.74296000000,0.82000000,349.6450,1026.00,0.02240000,0.9360000,3900.00,0.530000,0.580000,0.0000,323.84700000,13.6160000,12.9010000,12.7570000
"Kepler-134 c","Kepler-134",2014,"Transit",10.10578500000,1.26000000,128.0860,892.00,0.01116000,2.0590000,5983.00,1.176000,0.956000,-0.2067,334.79700000,11.2600000,10.9840000,10.9510000
"Kepler-210 b","Kepler-210",2014,"Transit",2.45323400000,2.94000000,122.1390,737.00,0.17519000,1.7460000,4559.00,0.650000,0.770000,0.2772,232.75000000,11.9920000,11.4490000,11.3130000
"KOI-94 b","KOI-94",2013,"Transit",3.74320800000,1.71000000,1053.1810,1486.00,0.01263000,3.6888000,6182.00,1.520000,1.277000,0.0228,477.05200000,11.2180000,10.9570000,10.9260000
"Kepler-415 c","Kepler-415",2014,"Transit Timing Variations",8.70800000000,2.01000000,26.2370,543.00,0.14196000,2.5320000,4362.00,0.643000,0.670000,0.0100,530.48700000,14.0910000,13.4340000,13.3780000
"Kepler-396 c","Kepler-396",2013,"Transit",88.50500000000,5.30000000,5.2440,390.00,0.26364000,7.4072000,5656.00,1.060000,0.850000,0.1558,223.75700000,10.6720000,10.3560000,10.2850000
"Kepler-122 f","Kepler-122",2014,"Transit Timing Variations",56.26800000000,1.75000000,21.5240,543.00,0.03488000,8.1140000,5917.00,0.949000,1.030000,-0.0800,1027.45000000,13.1730000,12.8870000,12.8260000
"Kepler-96 b","Kepler-96",2014,"Transit",16.23850000000,2.67000000,57.5240,711.00,0.06433000,3.8170000,5690.00,1.020000,1.000000,0.0400,122.88100000,9.2600000,8.9280010,8.8680000
"Kepler-414 c","Kepler-414",2014,"Transit Timing Variations",7.17100000000,3.01000000,137.0860,890.00,0.08633000,2.9225000,5536.00,0.946000,0.890000,0.1800,413.46000000,12.0870000,11.7500000,11.6980000
"Kepler-42 c","Kepler-42",2011,"Transit",0.45328509000,0.73000000,82.1250,720.00,0.15600000,0.4445000,3068.00,0.170000,0.130000,-0.3300,40.05950000,12.1770000,11.6850000,11.4650000
"Kepler-33 c","Kepler-33",2011,"Transit",13.17562000000,3.20000000,241.7590,1009.00,0.02977000,6.7000000,5904.00,1.820000,1.291000,0.0250,1209.16000000,12.8710000,12.6200000,12.5910000
"Kepler-641 b","Kepler-641",2016,"Transit",9.48961571000,1.85000000,311.7880,926.00,0.02622000,3.5282000,5713.00,1.130000,1.020000,0.1500,969.91800000,12.5760000,12.2560000,12.1860000
"Kepler-410 A b","Kepler-410 A",2013,"Transit",17.83364800000,2.83800000,159.5000,866.00,0.03279000,4.5403000,6273.00,1.352000,1.214000,0.0100,147.52700000,8.4170000,8.1910000,8.1400000
"Kepler-314 c","Kepler-314",2014,"Transit",5.96039200000,2.90000000,149.9770,890.00,0.08239000,2.7650000,5378.00,0.950000,0.990000,0.3220,268.88100000,11.2420000,10.8500000,10.7780000
"Kepler-415 b","Kepler-415",2014,"Transit Timing Variations",4.17600000000,1.21000000,69.8340,694.00,0.05315000,2.3580000,4362.00,0.643000,0.670000,0.0100,530.48700000,14.0910000,13.4340000,13.3780000
"Kepler-338 e","Kepler-338",2014,"Transit Timing Variations",9.34100000000,1.56000000,428.5240,1143.00,0.00817000,6.1800000,5999.00,1.735000,1.140000,-0.0290,552.79800000,11.0980000,10.8410000,10.7560000
"Kepler-33 e","Kepler-33",2011,"Transit",31.78440000000,4.02000000,74.7200,752.00,0.04670000,8.9000000,5904.00,1.820000,1.291000,0.0250,1209.16000000,12.8710000,12.6200000,12.5910000
"Kepler-33 b","Kepler-33",2011,"Transit",5.66793000000,1.74000000,744.0110,1336.00,0.00868000,4.8800000,5904.00,1.820000,1.291000,0.0250,1209.16000000,12.8710000,12.6200000,12.5910000
"Kepler-318 b","Kepler-318",2014,"Transit",4.66271500000,4.71000000,333.1490,1039.00,0.16194000,2.7460000,5746.00,1.189000,1.073000,0.3320,489.14100000,12.1480000,11.8320000,11.7660000
"Kepler-314 b","Kepler-314",2014,"Transit",2.46106900000,0.83000000,488.6740,1195.00,0.00809000,2.2930000,5378.00,0.950000,0.990000,0.3220,268.88100000,11.2420000,10.8500000,10.7780000
"Kepler-130 c","Kepler-130",2014,"Transit",27.50868000000,2.90000000,46.0110,683.00,0.06400000,6.1000000,5879.00,1.170000,1.000000,0.0200,316.66300000,10.8100000,10.5290000,10.4900000
"Kepler-33 f","Kepler-33",2011,"Transit",41.02902000000,4.46000000,53.1830,691.00,0.05790000,9.8700000,5904.00,1.820000,1.291000,0.0250,1209.16000000,12.8710000,12.6200000,12.5910000
"Kepler-33 d","Kepler-33",2011,"Transit",21.77596000000,5.35000000,123.6910,853.00,0.08314000,8.0110000,5904.00,1.820000,1.291000,0.0250,1209.16000000,12.8710000,12.6200000,12.5910000
"Kepler-52 b","Kepler-52",2012,"Transit",7.87735650000,2.10000000,22.7200,553.00,0.14616000,2.4223000,4075.00,0.520000,0.540000,0.0000,321.54200000,13.1530000,12.5070000,12.3600000
"Kepler-58 b","Kepler-58",2012,"Transit",10.21849540000,2.78000000,112.9920,920.00,0.04453000,4.3967000,5843.00,1.030000,0.950000,0.1000,969.25200000,13.6430000,13.3820000,13.2830000
"Kepler-269 b","Kepler-269",2014,"Transit",5.32671800000,2.47000000,604.9000,1007.00,0.06114000,3.3870000,5847.00,0.959000,0.920000,0.4000,2257.32000000,14.4380000,14.1400000,13.9610000
"Kepler-300 c","Kepler-300",2014,"Transit",40.71495500000,2.25000000,43.2480,516.00,0.05639000,8.6920000,5986.00,0.900000,1.070000,0.0400,1098.45000000,13.1130000,12.8030000,12.7420000
"Kepler-124 d","Kepler-124",2014,"Transit",30.95085100000,1.11000000,10.4990,428.00,0.03014000,4.1960000,4984.00,0.636000,0.706000,-0.4600,420.04600000,12.7800000,12.3140000,12.2330000
"Kepler-276 d","Kepler-276",2013,"Transit",48.64800000000,2.80000000,11.2740,489.00,0.06211000,4.5630000,5693.00,1.030000,1.100000,-0.2900,1144.86000000,14.2340000,13.8670000,13.8380000
"Kepler-114 c","Kepler-114",2013,"Transit",8.04100000000,1.60000000,51.6230,507.00,0.05904000,2.6319000,4660.00,0.540000,0.560000,0.2291,259.53300000,12.0350000,11.4690000,11.3660000
"Kepler-297 b","Kepler-297",2014,"Transit",38.87182600000,2.87000000,16.4640,509.00,0.10049000,6.1250000,5619.00,0.915000,0.927000,-0.1100,692.14000000,13.1220000,12.7850000,12.7800000
"Kepler-402 c","Kepler-402",2014,"Transit",6.12482100000,1.56000000,353.9730,1140.00,0.01484000,3.4670000,6090.00,1.264000,1.072000,-0.0800,625.33900000,12.3030000,12.0820000,11.9930000
"Kepler-157 b","Kepler-157",2014,"Transit",1.73234200000,1.32000000,1572.3090,1546.00,0.01824000,2.1860000,5774.00,1.044000,0.950000,-0.0593,773.71300000,12.9390000,12.6270000,12.5730000
"Kepler-450 c","Kepler-450",2015,"Transit",15.41313500000,2.62000000,213.7310,944.00,0.02468000,6.6095000,6197.21,1.641620,1.190000,0.1278,455.98200000,10.7080000,10.4720000,10.4290000
"Kepler-81 c","Kepler-81",2012,"Transit",12.04000000000,2.37000000,15.6200,502.00,0.13169000,2.7363000,4385.00,0.590000,0.640000,-0.1800,348.29100000,13.1680000,12.5770000,12.3920000
"Kepler-92 b","Kepler-92",2013,"Transit",13.74900000000,3.51000000,257.7760,975.00,0.04141000,6.0538000,5883.00,1.700000,1.210000,0.1381,477.99200000,10.7470000,10.4700000,10.4030000
"Kepler-288 c","Kepler-288",2014,"Transit",19.30577200000,2.85000000,53.1480,815.00,0.07091000,4.1920000,5918.00,1.091000,0.842000,-0.2400,1194.15000000,14.0000000,13.6620000,13.5870000
"Kepler-295 b","Kepler-295",2014,"Transit",12.64516400000,1.22000000,287.5000,741.00,0.02004000,8.6130000,5603.00,0.898000,0.890000,-0.0300,1699.19000000,13.1450000,12.7630000,12.7170000
"Kepler-178 d","Kepler-178",2014,"Transit",96.67898800000,3.95000000,3.8740,392.00,0.09513000,6.2760000,5676.00,1.066000,0.852000,-0.0400,716.02500000,13.2800000,12.9670000,12.8990000
"Kepler-450 d","Kepler-450",2015,"Transit",7.51464000000,0.83700000,557.2050,1199.00,0.00316000,4.9650000,6197.21,1.641620,1.190000,0.1278,455.98200000,10.7080000,10.4720000,10.4290000
"Kepler-350 d","Kepler-350",2013,"Transit",26.13600000000,2.80000000,83.2370,782.00,0.03622000,6.6130000,6492.30,1.250000,1.000000,0.0410,956.85900000,12.7180000,12.4500000,12.3930000
"Kepler-238 f","Kepler-238",2013,"Transit",50.44700000000,2.00000000,35.8690,568.00,0.03703000,7.1590000,5800.00,0.960000,1.060000,0.3400,1798.75000000,13.8940000,13.5450000,13.5120000
"Kepler-287 c","Kepler-287",2014,"Transit",44.85189600000,3.26000000,12.4570,513.00,0.07808000,3.5840000,5806.00,1.032000,0.963000,0.1170,835.86000000,13.5420000,13.2010000,13.1350000
"Kepler-285 b","Kepler-285",2014,"Transit",2.63386700000,1.34000000,428.4070,1131.00,0.02598000,2.0610000,5411.00,0.808000,0.915000,0.1700,824.31000000,13.8870000,13.4350000,13.3190000
"Kepler-181 b","Kepler-181",2014,"Transit",3.13787300000,1.27000000,255.5840,1041.00,0.03057000,1.8880000,5333.00,0.749000,0.810000,-0.0400,609.28300000,13.3640000,12.9480000,12.8760000
"Kepler-1398 c","Kepler-1398",2016,"Transit",4.13827595000,1.03000000,738.1830,1324.00,0.00638000,3.4490000,6126.00,1.180000,1.130000,0.0100,852.20400000,12.6950000,12.3890000,12.3550000
"LHS 3844 b","LHS 3844",2019,"Transit",0.46292913000,1.30300000,70.1000,805.00,0.45073269,0.5212000,3036.00,0.189000,0.151000,,14.88460000,10.0460000,9.4770000,9.1450010
"TOI-237 b","TOI-237",2020,"Transit",5.43609800000,1.44000000,3.7000,388.00,0.38000000,1.5419673,3212.00,0.211000,0.179000,,38.07490000,11.7400000,11.1900000,10.8960000
"Kepler-284 b","Kepler-284",2014,"Transit",12.69914900000,2.24000000,38.3660,686.00,0.07974000,2.8190000,5615.00,0.814000,0.766000,-0.2600,1031.95000000,14.5590000,14.1550000,14.0790000
"Kepler-654 b","Kepler-654",2016,"Transit",13.72465129000,2.07000000,229.3110,831.00,0.02818000,6.9296000,5865.00,1.110000,1.040000,0.0400,974.12400000,12.5160000,12.2020000,12.1580000
"Kepler-199 c","Kepler-199",2014,"Transit",67.09340800000,3.25000000,7.8850,420.00,0.12939000,6.9310000,5644.00,0.967000,0.960000,0.0000,521.05400000,12.4490000,12.1010000,12.0830000
"Kepler-214 b","Kepler-214",2014,"Transit",15.66054400000,2.61000000,196.4020,758.00,0.03841000,7.0060000,6169.00,1.352000,1.110000,-0.0200,1208.44000000,12.9410000,12.6780000,12.6070000
"Kepler-145 c","Kepler-145",2013,"Transit",42.88200000000,4.32000000,67.1930,709.00,0.04089000,9.7471000,6022.00,1.850000,1.320000,-0.0014,566.85000000,10.9130000,10.6930000,10.6280000
"Kepler-328 b","Kepler-328",2013,"Transit",34.92100000000,2.30000000,57.0790,602.00,0.05000000,9.8740000,6064.00,1.060000,1.150000,0.0800,2213.19000000,14.4630000,14.1940000,14.1870000
"Kepler-115 c","Kepler-115",2014,"Transit",8.99088900000,2.60000000,209.1010,960.00,0.04697000,4.0830000,5979.00,1.205000,1.042000,-0.0499,623.60900000,12.3150000,12.0280000,11.9700000
"Kepler-341 c","Kepler-341",2014,"Transit",8.01041000000,1.70000000,237.4300,940.00,0.02941000,4.2160000,6012.00,1.024000,0.976000,0.0700,1047.03000000,13.4160000,13.1120000,12.9940000
"Kepler-225 b","Kepler-225",2014,"Transit",6.73897500000,1.20000000,38.8830,579.00,0.06013000,3.0180000,3682.00,0.480000,0.593000,-0.0400,561.10100000,14.0320000,13.3410000,13.2530000
"Kepler-871 b","Kepler-871",2016,"Transit",22.04590180000,3.74000000,79.7220,640.00,0.08048000,5.0600000,5993.00,1.140000,1.110000,0.0900,1976.05000000,14.4690000,14.1700000,14.1670000
"Kepler-216 b","Kepler-216",2014,"Transit",7.69364100000,2.35000000,540.0340,1069.00,0.03036000,5.0500000,6091.00,1.260000,1.126000,-0.1489,1187.47000000,12.9560000,12.6950000,12.6210000
"Kepler-259 c","Kepler-259",2014,"Transit",36.92493100000,2.70000000,15.0540,530.00,0.09020000,4.7230000,5938.00,0.898000,0.867000,-0.0900,1002.14000000,14.0090000,13.6730000,13.5550000
"Kepler-293 b","Kepler-293",2014,"Transit",19.25419600000,3.07000000,28.9440,657.00,0.09877000,4.5330000,5804.00,0.957000,0.934000,0.1000,974.63300000,14.0980000,13.7810000,13.6610000
"Kepler-291 b","Kepler-291",2014,"Transit",3.54651100000,2.16000000,627.3740,1212.00,0.04427000,2.2660000,6002.00,1.016000,1.023000,0.2300,1786.48000000,14.6880000,14.3370000,14.1500000
"Kepler-242 c","Kepler-242",2014,"Transit",14.49648100000,2.00000000,20.4980,613.00,0.06571000,3.2220000,5020.00,0.850000,0.748000,-0.0200,600.24100000,13.8210000,13.3160000,13.2380000
"Kepler-240 b","Kepler-240",2014,"Transit",4.14449500000,1.37000000,142.7360,864.00,0.03918000,2.3680000,4985.00,0.739000,0.868000,0.4100,746.92700000,14.1130000,13.6060000,13.4640000
"Kepler-148 c","Kepler-148",2014,"Transit",4.18004300000,3.60000000,187.1970,957.00,0.18805000,2.4820000,5272.00,0.851000,0.860000,0.1400,791.16300000,13.9030000,13.5270000,13.3590000
"Kepler-179 b","Kepler-179",2014,"Transit",2.73592600000,1.64000000,360.2620,1075.00,0.04289000,1.9870000,5302.00,0.759000,0.893000,0.1200,605.68000000,13.2780000,12.8730000,12.7500000
"Kepler-303 b","Kepler-303",2014,"Transit",1.93705500000,0.89000000,145.4360,802.00,0.03123000,1.5350000,3944.00,0.485000,0.575000,-0.4136,209.73800000,12.4100000,11.7610000,11.5960000
"Kepler-260 b","Kepler-260",2014,"Transit",8.18739900000,2.01000000,132.1340,782.00,0.05707000,3.0270000,5250.00,0.862000,1.013000,0.2900,627.36500000,12.9000000,12.5400000,12.4940000
"Kepler-226 b","Kepler-226",2014,"Transit",3.94099700000,1.55000000,270.4020,1018.00,0.03633000,2.5960000,5571.00,0.802000,0.904000,0.0900,980.13800000,14.1140000,13.7240000,13.6330000
"Kepler-165 c","Kepler-165",2014,"Transit",15.31299000000,2.23000000,25.9310,581.00,0.08649000,3.0280000,5211.00,0.770000,0.746000,-0.2500,560.88500000,13.4300000,12.9260000,12.8430000
