pl_name,hostname,disc_year,discoverymethod,pl_orbper,pl_rade,pl_insol,pl_eqt,pl_trandep,pl_trandur,st_teff,st_rad,st_mass,st_met,sy_dist,sy_jmag,sy_hmag,sy_kmag
"Kepler-506 b","Kepler-506",2016,"Transit",6.88340550000,2.73000000,330.5470,1080.00,0.05034000,2.0651000,6236.00,1.190000,1.190000,0.0900,228.43900000,9.9110000,9.6650000,9.6170000
"Kepler-58 d","Kepler-58",2014,"Transit",40.10137100000,2.94000000,18.2440,583.00,0.05500000,5.4430000,6099.00,1.127000,1.024000,0.1000,969.25200000,13.6430000,13.3820000,13.2830000
"Kepler-299 e","Kepler-299",2014,"Transit",38.28548900000,1.87000000,20.1740,534.00,0.03228000,5.6380000,5617.00,1.032000,1.004000,0.1200,1052.24000000,13.8750000,13.5100000,13.4360000
"Kepler-372 b","Kepler-372",2014,"Transit",6.84969200000,1.36000000,384.6270,1081.00,0.01392000,4.1200000,6509.00,1.137000,1.202000,-0.1300,1493.95000000,13.8780000,13.5630000,13.5590000
"Kepler-378 c","Kepler-378",2014,"Transit",28.90600900000,0.70000000,8.1660,414.00,0.01051000,3.0430000,4661.00,0.671000,0.780000,0.1369,152.09400000,10.8460000,10.3170000,10.2010000
"Kepler-357 c","Kepler-357",2014,"Transit",16.85837000000,2.67000000,19.4040,576.00,0.07596000,2.0160000,5036.00,0.834000,0.794000,0.0600,688.57300000,13.9910000,13.5140000,13.4080000
"Kepler-308 c","Kepler-308",2014,"Transit",15.38231000000,2.16000000,58.6790,714.00,0.05505000,3.9510000,5895.00,0.941000,0.920000,-0.0400,1335.92000000,14.6140000,14.1530000,14.1870000
"Kepler-124 b","Kepler-124",2014,"Transit",3.41049300000,0.73000000,198.8430,892.00,0.01362000,2.3890000,4984.00,0.636000,0.706000,-0.4600,420.04600000,12.7800000,12.3140000,12.2330000
"Kepler-235 b","Kepler-235",2014,"Transit",3.34022200000,2.23000000,44.0000,731.00,0.18440000,1.9250000,4255.00,0.554000,0.581000,-0.5100,428.01800000,13.9520000,13.2780000,13.1160000
"Kepler-392 c","Kepler-392",2014,"Transit",10.42311800000,1.10000000,185.0980,901.00,0.00825000,2.2660000,5938.00,1.129000,0.874000,-0.4362,681.42800000,12.4140000,12.1510000,12.1210000
"Kepler-360 c","Kepler-360",2014,"Transit",7.18643400000,2.10000000,146.5000,860.00,0.04170000,1.4060000,6053.00,1.058000,0.994000,0.1500,876.04400000,13.6420000,13.2990000,13.2280000
"Kepler-363 b","Kepler-363",2014,"Transit",3.61456800000,1.16000000,1000.2430,1347.00,0.00648000,3.4010000,5593.00,1.485000,1.226000,0.3965,762.59600000,12.1110000,11.7550000,11.6970000
"Kepler-319 d","Kepler-319",2014,"Transit",31.78192500000,2.29000000,17.9620,528.00,0.06200000,3.8630000,5526.00,0.903000,0.933000,0.0600,503.43600000,12.6310000,12.3150000,12.2080000
"Kepler-319 b","Kepler-319",2014,"Transit",4.36270500000,1.63000000,253.6650,1023.00,0.03355000,2.1940000,5526.00,0.903000,0.933000,0.0600,503.43600000,12.6310000,12.3150000,12.2080000
"Kepler-398 c","Kepler-398",2014,"Transit",11.41941200000,1.01000000,20.5560,536.00,0.01537000,3.3420000,4493.00,0.613000,0.649000,0.0528,177.35500000,11.5140000,10.9320000,10.7940000
"Kepler-399 b","Kepler-399",2014,"Transit",14.42528100000,0.96000000,35.6300,773.00,0.02189000,3.6860000,5502.00,0.680000,0.902000,0.1400,740.53700000,13.1750000,12.7790000,12.6980000
"Kepler-379 b","Kepler-379",2014,"Transit",20.09838000000,1.66000000,90.3460,775.00,0.01578000,5.1050000,6054.00,1.306000,1.125000,0.0900,731.27400000,12.3410000,12.0920000,12.0050000
"Kepler-198 b","Kepler-198",2014,"Transit",17.79003700000,2.82000000,44.5490,655.00,0.09517000,4.4780000,5574.00,0.940000,0.995000,0.1142,495.35800000,12.4210000,12.0670000,12.0270000
"Kepler-372 d","Kepler-372",2014,"Transit",30.09256800000,1.69000000,53.4710,660.00,0.02426000,7.4990000,6509.00,1.137000,1.202000,-0.1300,1493.95000000,13.8780000,13.5630000,13.5590000
"Kepler-146 b","Kepler-146",2014,"Transit",31.15879900000,3.71000000,32.8900,639.00,0.09590000,5.1890000,5948.00,1.208000,1.079000,-0.0261,716.79700000,12.7390000,12.4720000,12.4750000
"Kepler-250 b","Kepler-250",2014,"Transit",4.14814100000,1.13000000,148.1030,938.00,0.01752000,2.4030000,5160.00,0.805000,0.806000,0.0100,760.58500000,14.0000000,13.5040000,13.4830000
"Kepler-390 c","Kepler-390",2014,"Transit",13.06002200000,0.79000000,41.3510,630.00,0.01068000,2.6650000,5166.00,0.776000,0.787000,-0.0443,435.27700000,12.5840000,12.1940000,12.0750000
"Kepler-373 c","Kepler-373",2014,"Transit",16.72594800000,1.24000000,103.7560,729.00,0.01949000,2.8750000,5787.00,0.845000,0.981000,0.1400,1090.45000000,13.2800000,12.8960000,12.8590000
"Kepler-326 b","Kepler-326",2014,"Transit",2.24832900000,1.52000000,783.4490,1127.00,0.02632000,2.0710000,5105.00,0.801000,0.910000,0.2385,487.67500000,12.2290000,11.7830000,11.6730000
"Kepler-325 c","Kepler-325",2014,"Transit",12.76217200000,2.54000000,53.0440,721.00,0.07120000,1.8380000,5752.00,1.003000,0.914000,0.0200,823.24200000,13.8060000,13.4000000,13.3510000
"Kepler-46 d","Kepler-46",2014,"Transit",6.76658900000,1.64000000,92.3460,845.00,0.04507000,2.5980000,5309.00,0.790000,0.883000,0.1700,777.06000000,13.8140000,13.4360000,13.3470000
"Kepler-142 c","Kepler-142",2014,"Transit",4.76170200000,2.86000000,399.4440,1201.00,0.04971000,3.3030000,5790.00,1.269000,0.978000,0.0500,548.68600000,12.0920000,11.8010000,11.7620000
"Kepler-374 d","Kepler-374",2014,"Transit",5.02821900000,1.31000000,548.0990,1272.00,0.01813000,3.4400000,5977.00,0.911000,1.033000,0.1111,1265.61000000,13.5030000,13.1810000,13.1360000
"Kepler-375 b","Kepler-375",2014,"Transit",12.12593400000,1.45000000,64.4440,851.00,0.03275000,3.0400000,5826.00,0.837000,0.891000,-0.0400,1238.81000000,14.5360000,14.0920000,14.0810000
"Kepler-256 b","Kepler-256",2014,"Transit",1.62049300000,1.59000000,1225.9340,1681.00,0.01716000,2.2410000,5551.00,1.301000,1.037000,0.2600,1026.43000000,13.8240000,13.4960000,13.4240000
"Kepler-327 d","Kepler-327",2014,"Transit",13.96945700000,1.73000000,7.5900,387.00,0.11100000,1.4080000,3799.00,0.492000,0.591913,-0.2000,241.98700000,12.7940000,12.1100000,11.9560000
"Kepler-403 c","Kepler-403",2014,"Transit",54.28074900000,1.75000000,45.1540,604.00,0.01478000,5.3730000,6090.00,1.329000,1.299000,0.0790,840.26900000,11.8300000,11.5750000,11.5370000
"Kepler-209 c","Kepler-209",2014,"Transit",41.74988200000,3.10000000,13.6370,486.00,0.10554000,5.6300000,5513.00,0.935000,0.971000,0.1100,576.94600000,12.7970000,12.4320000,12.3620000
"Kepler-246 c","Kepler-246",2014,"Transit",11.18716100000,1.50000000,43.2080,667.00,0.03536000,3.1610000,5206.00,0.831000,0.853000,0.2000,626.07800000,13.5870000,13.1500000,13.0380000
"Kepler-250 d","Kepler-250",2014,"Transit",17.64831200000,2.18000000,21.4630,579.00,0.07633000,1.9800000,5160.00,0.805000,0.806000,0.0100,760.58500000,14.0000000,13.5040000,13.4830000
"Kepler-376 b","Kepler-376",2014,"Transit",4.92019900000,1.07000000,689.9120,1242.00,0.00810000,3.9150000,5900.00,1.175000,0.968000,-0.1038,923.06700000,12.6970000,12.3840000,12.3200000
"Kepler-380 c","Kepler-380",2014,"Transit",7.63000400000,1.27000000,333.5650,1056.00,0.01240000,2.9490000,6045.00,1.224000,0.990000,-0.1600,813.71300000,12.6140000,12.3500000,12.2890000
"Kepler-130 d","Kepler-130",2014,"Transit",87.51790500000,1.64000000,9.8340,451.00,0.01452000,1.8240000,5884.00,1.127000,0.927000,-0.1990,316.66300000,10.8100000,10.5290000,10.4900000
"Kepler-252 b","Kepler-252",2014,"Transit",6.66839100000,1.23000000,39.2640,587.00,0.04288000,1.9780000,4208.00,0.549000,0.610000,-0.1300,379.42400000,13.2400000,12.6500000,12.4660000
"Kepler-255 b","Kepler-255",2014,"Transit",5.71460600000,1.55000000,174.3950,971.00,0.02978000,2.2380000,5573.00,0.933000,0.867000,0.3386,1052.53000000,14.2270000,13.8540000,13.6890000
"Kepler-381 b","Kepler-381",2014,"Transit",5.62902100000,0.99000000,716.0850,1576.00,0.00383000,3.9130000,6152.00,1.568000,1.144000,-0.2016,267.32300000,9.7210000,9.5470000,9.5040000
"Kepler-383 c","Kepler-383",2014,"Transit",31.20075100000,1.24000000,6.4400,406.00,0.03601000,3.7180000,4710.00,0.672000,0.669000,-0.1785,470.00000000,13.3670000,12.8070000,12.6740000
"Kepler-331 d","Kepler-331",2014,"Transit",32.13432800000,1.64000000,6.0650,346.00,0.13160000,2.8150000,4347.00,0.492000,0.653000,0.1179,580.11900000,14.0820000,13.5120000,13.3430000
"Kepler-333 c","Kepler-333",2014,"Transit",24.08821000000,1.11000000,7.0490,386.00,0.03992000,3.9900000,4259.00,0.534000,0.601000,0.0465,324.41300000,12.8600000,12.2270000,12.1180000
"K2-55 b","K2-55",2016,"Transit",2.84927100000,4.43000000,141.3000,900.00,0.39540000,2.0060000,4300.00,0.715000,0.688000,0.3760,159.52200000,11.2300000,10.6150000,10.4710000
"Kepler-405 c","Kepler-405",2014,"Transit",29.72668200000,4.66000000,14.0860,557.00,0.10102000,1.5340000,5818.00,0.893000,0.873000,-0.0600,1065.08000000,14.5430000,14.1720000,14.0560000
"Kepler-256 d","Kepler-256",2014,"Transit",5.83917200000,2.48000000,221.1000,1097.00,0.02736000,3.1340000,5551.00,1.301000,1.037000,0.2600,1026.43000000,13.8240000,13.4960000,13.4240000
"Kepler-258 c","Kepler-258",2014,"Transit",33.65307900000,3.61000000,7.9850,470.00,0.11408000,4.1260000,4942.00,0.915000,0.820000,0.3031,575.98800000,13.5560000,13.0860000,12.9560000
"Kepler-387 c","Kepler-387",2014,"Transit",11.83754900000,0.89000000,144.9630,826.00,0.00929000,3.2560000,5774.00,1.046000,0.850000,-0.3000,801.05200000,12.9090000,12.6080000,12.5360000
"Kepler-334 d","Kepler-334",2014,"Transit",25.09849000000,1.41000000,39.4750,656.00,0.01967000,2.7670000,5828.00,1.068000,1.022000,-0.0120,426.59000000,11.7100000,11.4480000,11.4090000
"Kepler-336 b","Kepler-336",2014,"Transit",2.02482300000,1.02000000,1652.5000,1625.00,0.00633000,2.7620000,5867.00,1.304000,1.090000,0.3370,768.86000000,12.4880000,12.1940000,12.1440000
"Kepler-149 c","Kepler-149",2014,"Transit",55.32832800000,1.61000000,10.0840,436.00,0.03257000,6.9480000,5381.00,0.953000,1.013000,0.3805,571.03400000,12.6940000,12.2740000,12.1840000
"Kepler-393 c","Kepler-393",2014,"Transit",14.61361200000,1.33000000,231.2130,901.00,0.00746000,5.4010000,6189.00,1.382000,1.256000,0.0322,881.40400000,12.3250000,12.0870000,11.9950000
"Kepler-292 c","Kepler-292",2014,"Transit",3.71533500000,1.47000000,242.4160,1001.00,0.03317000,2.3200000,5299.00,0.826000,0.865000,0.0400,1056.48000000,14.5370000,14.0770000,13.9700000
"Kepler-337 b","Kepler-337",2014,"Transit",3.29278100000,1.54000000,1589.0120,1458.00,0.00807000,4.7670000,5684.00,1.761000,1.081000,0.0700,677.97500000,11.5370000,11.2570000,11.1830000
"Kepler-338 c","Kepler-338",2014,"Transit",24.31085600000,2.34000000,119.6480,831.00,0.01844000,8.8200000,5923.00,1.735000,1.105000,-0.0290,552.79800000,11.0980000,10.8410000,10.7560000
"Kepler-164 b","Kepler-164",2014,"Transit",5.03503000000,1.41000000,370.9220,1141.00,0.01601000,1.6490000,5888.00,1.148000,1.036000,0.0000,890.75800000,13.2540000,13.0080000,12.9350000
"Kepler-169 f","Kepler-169",2014,"Transit",87.09019500000,2.58000000,2.4390,321.00,0.11667000,6.3130000,4997.00,0.763000,0.825000,0.1700,406.52900000,12.7290000,12.2830000,12.1860000
"Kepler-265 b","Kepler-265",2014,"Transit",6.84626200000,1.86000000,220.3280,1022.00,0.02468000,3.5900000,5835.00,1.103000,0.970000,-0.1100,1280.25000000,14.2520000,13.9350000,13.8970000
"Kepler-269 c","Kepler-269",2014,"Transit",8.12789900000,1.69000000,342.6000,875.00,0.02241000,3.8990000,5847.00,0.959000,0.920000,0.4000,2257.32000000,14.4380000,14.1400000,13.9610000
"Kepler-395 b","Kepler-395",2014,"Transit",7.05434600000,1.03000000,17.8000,576.00,0.04230000,1.9090000,4262.00,0.556000,0.622827,-0.0200,421.38200000,13.8180000,13.1310000,12.9480000
"Kepler-298 d","Kepler-298",2014,"Transit",77.47363300000,2.50000000,1.7150,277.00,0.15436000,4.4330000,4465.00,0.582000,0.660000,-0.2100,518.20400000,13.7180000,13.1390000,13.0750000
"Kepler-339 c","Kepler-339",2014,"Transit",6.98805500000,1.15000000,101.8410,914.00,0.02148000,3.1500000,5631.00,0.802000,0.870000,0.0330,616.63700000,13.2800000,12.8950000,12.8740000
"Kepler-339 d","Kepler-339",2014,"Transit",10.55834500000,1.17000000,58.6510,796.00,0.02094000,3.4100000,5631.00,0.802000,0.870000,0.0330,616.63700000,13.2800000,12.8950000,12.8740000
"Kepler-171 d","Kepler-171",2014,"Transit",39.59551900000,1.89000000,15.1030,497.00,0.04896000,6.3150000,5642.00,0.839000,0.978000,0.1700,863.85500000,13.5860000,13.2310000,13.2060000
"Kepler-272 d","Kepler-272",2014,"Transit",10.93730400000,2.25000000,141.1350,777.00,0.04216000,3.0840000,5297.00,0.929000,0.910000,0.0400,889.60800000,13.1590000,12.8330000,12.7080000
"Kepler-206 d","Kepler-206",2014,"Transit",23.44281000000,1.19000000,44.1700,681.00,0.00850000,5.3890000,5764.00,1.185000,0.957000,0.0213,594.44700000,12.3300000,12.0480000,12.0010000
"Kepler-122 c","Kepler-122",2014,"Transit",12.46598800000,5.87000000,160.4990,897.00,0.22321000,5.0630000,6050.00,1.216000,0.982000,-0.0800,1027.45000000,13.1730000,12.8870000,12.8260000
"Kepler-251 c","Kepler-251",2014,"Transit",16.51404300000,2.77000000,38.9530,655.00,0.09735000,4.1080000,5526.00,0.890000,0.891000,-0.0600,924.62500000,13.9600000,13.5960000,13.6320000
"Kepler-234 c","Kepler-234",2014,"Transit",7.21205000000,3.51000000,273.3040,1025.00,0.09504000,4.0390000,6224.00,1.113000,1.129000,0.2200,1733.10000000,14.3870000,14.1040000,14.0650000
"Kepler-200 b","Kepler-200",2014,"Transit",8.59480500000,2.13000000,159.0690,854.00,0.03365000,3.5340000,5678.00,0.944000,0.972000,-0.0060,665.91200000,12.8710000,12.5800000,12.4550000
"Kepler-188 c","Kepler-188",2014,"Transit",5.99655300000,3.19000000,257.3480,1025.00,0.07114000,3.2310000,6021.00,1.141000,1.021000,0.1500,968.54400000,13.5360000,13.1970000,13.1440000
"Kepler-252 c","Kepler-252",2014,"Transit",10.84846300000,2.15000000,20.5070,499.00,0.17433000,2.9760000,4208.00,0.549000,0.610000,-0.1300,379.42400000,13.2400000,12.6500000,12.4660000
"Kepler-158 c","Kepler-158",2014,"Transit",28.55138300000,1.90000000,6.6770,418.00,0.08078000,4.2480000,4623.00,0.624000,0.655000,-0.3000,315.17700000,12.7220000,12.1380000,12.0570000
"TOI-1272 b","TOI-1272",2022,"Transit",3.31599000000,4.13204907,120.5950,975.00,0.27700000,1.5708493,5065.00,0.793400,0.877200,0.1820,137.57200000,10.2180000,9.7930000,9.7010000
"TOI-5720 b","TOI-5720",2024,"Transit",1.43445550000,1.09000000,41.7000,708.00,0.07250000,1.0200000,3325.00,0.383000,0.383000,0.0300,35.82560000,10.1230000,9.4850000,9.2880000
"Kepler-343 c","Kepler-343",2014,"Transit",23.22182000000,2.02000000,57.9320,746.00,0.02104000,2.7080000,5807.00,1.433000,1.055000,0.1445,927.19300000,13.0390000,12.7220000,12.6830000
"Kepler-347 c","Kepler-347",2014,"Transit",27.32087100000,1.75000000,65.7070,705.00,0.02796000,3.9270000,6088.00,1.005000,0.922000,-0.1400,1298.88000000,13.3910000,13.0760000,13.0470000
"Kepler-190 b","Kepler-190",2014,"Transit",2.01999900000,1.56000000,417.2380,1166.00,0.03417000,1.8210000,5106.00,0.795000,0.834000,0.0600,433.38700000,12.7280000,12.2790000,12.2310000
"Kepler-253 c","Kepler-253",2014,"Transit",10.28195100000,2.65000000,51.2730,680.00,0.11107000,3.5170000,5208.00,0.786000,0.860000,0.1500,838.59500000,14.0550000,13.6320000,13.5340000
"Kepler-170 c","Kepler-170",2014,"Transit",16.66586300000,2.86000000,50.6820,702.00,0.07542000,4.2000000,5679.00,1.035000,1.066000,0.3900,738.65700000,13.1430000,12.7730000,12.6770000
"Kepler-205 c","Kepler-205",2014,"Transit",20.30654600000,1.64000000,7.1400,389.00,0.07109000,2.8730000,4321.00,0.546000,0.592000,-0.1254,159.72000000,11.6080000,10.9620000,10.8330000
"Kepler-202 b","Kepler-202",2014,"Transit",4.06942700000,1.63000000,108.5040,802.00,0.05491000,2.0670000,4668.00,0.667000,0.683000,-0.2100,285.11100000,12.2550000,11.7330000,11.6390000
"Kepler-214 c","Kepler-214",2014,"Transit",28.77980000000,2.13000000,87.2440,619.00,0.02532000,7.8030000,6169.00,1.352000,1.110000,-0.0200,1208.44000000,12.9410000,12.6780000,12.6070000
"Kepler-192 b","Kepler-192",2014,"Transit",9.92674600000,2.74000000,105.2970,803.00,0.07255000,3.7800000,5479.00,1.007000,1.028000,0.3570,651.67400000,12.8920000,12.5120000,12.4270000
"Kepler-196 c","Kepler-196",2014,"Transit",47.42773700000,2.24000000,6.8800,407.00,0.08499000,5.1140000,5128.00,0.782000,0.839000,0.0300,451.31200000,12.7520000,12.3000000,12.2350000
"Kepler-245 d","Kepler-245",2014,"Transit",36.27710800000,3.03000000,9.4920,445.00,0.16769000,4.8040000,5100.00,0.795000,0.856000,0.1200,861.52700000,14.1210000,13.6880000,13.6390000
"Kepler-101 c","Kepler-101",2014,"Transit",6.02976000000,1.25000000,596.0690,1413.00,0.00546000,3.8700000,5667.00,1.560000,1.170000,0.3300,927.98100000,12.4030000,12.1120000,12.0110000
"Kepler-154 b","Kepler-154",2014,"Transit",33.04053200000,2.26000000,28.1100,561.00,0.05774000,3.3550000,5690.00,1.001000,0.933000,0.0200,915.21200000,13.3890000,13.0890000,12.9860000
"Kepler-359 d","Kepler-359",2014,"Transit",77.09569100000,4.01000000,5.5000,464.00,0.09428000,3.4760000,6248.00,1.086000,0.827000,-0.2900,1443.21000000,14.7360000,14.4300000,14.4870000
"Kepler-256 c","Kepler-256",2014,"Transit",3.38802000000,2.15000000,457.0660,1315.00,0.02801000,2.6280000,5551.00,1.301000,1.037000,0.2600,1026.43000000,13.8240000,13.4960000,13.4240000
"Kepler-254 b","Kepler-254",2014,"Transit",5.82666200000,3.87000000,184.3410,1013.00,0.15391000,3.0320000,5957.00,0.910000,0.849000,-0.1300,1389.48000000,14.6750000,14.2680000,14.2540000
"Kepler-184 c","Kepler-184",2014,"Transit",20.30300500000,1.97000000,29.8750,630.00,0.05334000,4.3480000,5788.00,0.873000,0.872000,-0.1958,610.32600000,13.1000000,12.7520000,12.6900000
"Kepler-248 b","Kepler-248",2014,"Transit",6.30820500000,3.02000000,79.3110,819.00,0.14465000,3.0080000,5190.00,0.831000,0.838000,0.1700,738.79200000,13.9110000,13.4420000,13.3570000
"Kepler-172 b","Kepler-172",2014,"Transit",2.94030900000,2.35000000,639.4760,1256.00,0.04724000,2.5950000,5526.00,1.085000,1.081000,0.3900,828.59200000,13.1700000,12.8830000,12.7930000
"Kepler-205 b","Kepler-205",2014,"Transit",2.75564000000,1.51000000,102.5620,757.00,0.05464000,1.9480000,4321.00,0.546000,0.592000,-0.1254,159.72000000,11.6080000,10.9620000,10.8330000
"Kepler-257 c","Kepler-257",2014,"Transit",6.58148400000,5.41000000,88.6000,881.00,0.25131000,3.2890000,5180.00,1.037000,0.916000,0.4000,780.25600000,13.9160000,13.4480000,13.3720000
"Kepler-217 b","Kepler-217",2014,"Transit",5.37494300000,2.23000000,1366.4770,1413.00,0.01544000,4.0110000,6171.00,1.799000,1.342000,-0.0700,1104.64000000,12.3190000,12.1760000,12.1030000
"Kepler-174 c","Kepler-174",2014,"Transit",44.00052900000,1.49000000,5.2960,377.00,0.05996000,5.1770000,4880.00,0.622000,0.602000,-0.5600,384.75700000,12.7910000,12.2930000,12.1840000
"Kepler-251 d","Kepler-251",2014,"Transit",30.13300100000,2.77000000,17.4770,536.00,0.10158000,4.9190000,5526.00,0.890000,0.891000,-0.0600,924.62500000,13.9600000,13.5960000,13.6320000
"TOI-561 e","TOI-561",2020,"Transit",77.14400000000,2.51700000,4.8900,416.00,0.09146282,7.1380000,5342.00,0.843000,0.806000,-0.4100,85.79900000,8.8790000,8.5040000,8.3940000
"LTT 1445 A b","LTT 1445 A",2019,"Transit",5.35876350000,1.34000000,5.7000,431.00,0.23000000,1.3660000,3562.00,0.271000,0.257000,-0.3400,6.86929000,7.2940000,6.7740000,6.4960000
"TOI-1749 b","TOI-1749",2021,"Transit",2.38839000000,1.39000000,83.8379,831.00,0.05698512,1.0324090,3985.00,0.550000,0.580000,-0.2600,99.55610000,11.0690000,10.4460000,10.2700000
"Kepler-361 b","Kepler-361",2014,"Transit",8.48661600000,1.45000000,411.9050,1060.00,0.01191000,5.1760000,6169.00,1.343000,1.191000,0.0400,930.32000000,12.5260000,12.2750000,12.1980000
"Kepler-362 b","Kepler-362",2014,"Transit",10.32718600000,0.88000000,207.3360,838.00,0.01269000,1.8030000,5788.00,0.722000,0.904000,-0.1200,1090.51000000,13.3220000,12.9210000,12.7840000
"Kepler-218 c","Kepler-218",2014,"Transit",44.69957600000,3.14000000,16.1470,500.00,0.08377000,6.2710000,5502.00,1.063000,1.019000,0.3700,656.38000000,12.7320000,12.3860000,12.3110000
"Kepler-193 b","Kepler-193",2014,"Transit",11.38848000000,2.39000000,117.3030,979.00,0.04571000,3.6180000,6335.00,1.147000,1.051000,0.0000,1009.10000000,13.5390000,13.2420000,13.2180000
"Kepler-253 d","Kepler-253",2014,"Transit",18.11986900000,3.17000000,24.0840,563.00,0.15069000,4.2900000,5208.00,0.786000,0.860000,0.1500,838.59500000,14.0550000,13.6320000,13.5340000
"Kepler-192 c","Kepler-192",2014,"Transit",21.22340000000,2.79000000,38.2160,623.00,0.05829000,4.9400000,5479.00,1.007000,1.028000,0.3570,651.67400000,12.8920000,12.5120000,12.4270000
"HIP 113103 b","HIP 113103",2023,"Transit",7.61030300000,1.82900000,,721.00,0.05960000,2.1384000,4930.00,0.742000,0.761000,-0.1000,46.21220000,8.1950000,7.6700000,7.5570000
"HD 28109 d","HD 28109",2022,"Transit",84.28990000000,3.11000000,17.3745,561.00,0.04070000,10.3200000,6189.00,1.425000,1.227000,0.1000,139.61100000,8.4760000,8.2560000,8.1750000
"TOI-1439 b","TOI-1439",2024,"Transit",27.64400000000,4.24278610,68.4355,748.40,0.05600000,5.6278203,5841.00,1.618400,1.231300,0.2260,230.30600000,9.3940000,9.1260000,9.0530010
"K2-415 b","K2-415",2023,"Transit",4.01796940000,1.01500000,4.8200,412.40,0.28089118,1.1195616,3173.00,0.196500,0.163500,-0.1300,21.81820000,10.7390000,10.1700000,9.8990000
"Kepler-365 c","Kepler-365",2014,"Transit",17.78412900000,1.64000000,66.8700,729.00,0.02471000,3.8620000,6012.00,1.048000,1.020000,-0.2180,1038.99000000,13.4840000,13.1550000,13.1450000
"Kepler-220 c","Kepler-220",2014,"Transit",9.03419900000,1.57000000,37.3210,586.00,0.05841000,1.4860000,4632.00,0.666000,0.729000,-0.1738,171.10900000,11.2060000,10.6720000,10.5500000
"Kepler-487 d","Kepler-487",2021,"Transit",2.41839003600,2.77513568,550.8000,1226.00,0.06654000,2.0744000,5422.00,0.887000,0.874000,0.0200,872.34300000,13.7320000,13.3260000,13.2500000
"TOI-1634 b","TOI-1634",2021,"Transit",0.98934550000,1.77300000,121.0000,924.00,0.13230000,1.0270000,3472.00,0.450000,0.451000,0.1900,35.27360000,9.4840000,8.8470000,8.6000000
"K2-266 c","K2-266",2018,"Transit",7.81400000000,0.70500000,32.4000,664.50,0.00850000,2.2560000,4285.00,0.703000,0.686000,-0.1200,77.55860000,9.6110000,9.0410000,8.8970000
"HD 110067 g","HD 110067",2023,"Transit",54.76992000000,2.60700000,,440.00,,5.6660000,5266.00,0.788000,0.798000,-0.2000,32.15850000,6.9520000,6.5610000,6.4920000
"TOI-1696 b","TOI-1696",2022,"Transit",2.50031100000,3.09000000,13.5000,489.00,1.25793505,1.0000000,3185.00,0.277500,0.255000,0.3360,64.91720000,12.2330000,11.6040000,11.3310000
"K2-199 c","K2-199",2018,"Transit",7.37448970000,2.85000000,38.6000,694.00,0.17390000,2.4520000,4491.00,0.682000,0.711000,-0.0100,107.51800000,10.2770000,9.7260000,9.6250000
"TOI-1723 b","TOI-1723",2024,"Transit",13.72701264300,3.43500000,92.3600,782.98,0.09010000,4.2326000,5777.00,1.090000,1.040000,0.1590,100.72700000,8.4780000,8.1750000,8.1330000
"Kepler-196 b","Kepler-196",2014,"Transit",20.73988600000,1.90000000,20.7350,536.00,0.06300000,3.0140000,5128.00,0.782000,0.839000,0.0300,451.31200000,12.7520000,12.3000000,12.2350000
"Kepler-221 c","Kepler-221",2014,"Transit",5.69058600000,2.93000000,119.8360,860.00,0.13720000,2.5220000,5243.00,0.821000,0.854000,0.0616,385.23100000,12.4130000,11.9950000,11.9000000
"Kepler-163 c","Kepler-163",2014,"Transit",21.34726200000,2.26000000,30.2380,648.00,0.06305000,3.7650000,5776.00,0.917000,0.882000,0.1412,689.81400000,13.1940000,12.8500000,12.7840000
"TOI-5728 b","TOI-5728",2025,"Transit",11.49761000000,1.31000000,3.5120,382.00,0.08431062,2.3907993,3419.00,0.370000,0.360000,-0.1200,54.70450000,10.9980000,10.4140000,10.1700000
"TOI-1246 c","TOI-1246",2022,"Transit",5.90413700000,2.45109846,129.0000,862.49,0.07739266,2.8928243,5213.00,0.864900,0.888900,0.1680,169.42200000,10.2940000,10.0030000,9.9070000
"Kepler-207 d","Kepler-207",2014,"Transit",5.86807500000,3.31000000,732.6040,1254.00,0.04356000,3.9700000,5920.00,1.588000,1.313000,0.2900,875.51900000,12.1000000,11.8410000,11.8050000
"Kepler-245 b","Kepler-245",2014,"Transit",7.49019000000,2.57000000,77.7490,753.00,0.12124000,2.8040000,5100.00,0.795000,0.856000,0.1200,861.52700000,14.1210000,13.6880000,13.6390000
"Kepler-208 b","Kepler-208",2014,"Transit",4.22864000000,1.63000000,639.5760,1379.00,0.01500000,3.3080000,6092.00,1.314000,1.082000,-0.0423,775.32800000,12.5470000,12.3090000,12.2100000
"Kepler-246 b","Kepler-246",2014,"Transit",4.60182000000,2.34000000,141.6130,896.00,0.07559000,2.2270000,5206.00,0.831000,0.853000,0.2000,626.07800000,13.5870000,13.1500000,13.0380000
"Kepler-179 c","Kepler-179",2014,"Transit",6.40013000000,2.00000000,115.9830,810.00,0.07432000,1.8420000,5302.00,0.759000,0.893000,0.1200,605.68000000,13.2780000,12.8730000,12.7500000
"Kepler-226 c","Kepler-226",2014,"Transit",5.34955500000,2.27000000,180.5130,919.00,0.08310000,3.0510000,5571.00,0.802000,0.904000,0.0900,980.13800000,14.1140000,13.7240000,13.6330000
"Kepler-113 b","Kepler-113",2014,"Transit",4.75400000000,1.82000000,105.3330,775.00,0.07487000,2.5037000,4725.00,0.690000,0.750000,0.0500,262.35100000,11.8860000,11.3600000,11.2550000
