toi,toipfx,tfopwg_disp,pl_pnum,st_tmag,ra,dec,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_teff,st_rad
"945.01","945","PC",1,11.1224000,80.4553330,-36.6737920,0.9298045,1.2030000,720.0000000,4.6014600,4136.6500000,2234.0000000,7019.0000000,1.6500000
"970.01","970","PC",1,10.5248000,114.6990060,-39.1355180,4.9857808,3.6712410,690.3429151,2.7920398,245.8076020,1009.8772228,5189.0000000,1.0653200
"993.01","993","PC",1,10.0634000,113.9608410,-15.4994550,1.4635019,1.5180000,914.0000000,4.7586900,4081.0600000,2226.0000000,8035.0000000,1.6700000
"1011.01","1011","PC",1,8.2388000,113.9847610,-32.8419990,2.4705036,2.3513472,273.0272045,1.4465600,575.5970000,1364.0000000,5413.7000000,0.9400000
"1027.01","1027","PC",1,10.2103000,167.1332750,-29.6531350,3.2834565,1.5370000,1558.0000000,2.8764800,161.0920000,992.0000000,4272.0000000,0.6800000
"1027.02","1027","PC",2,10.2103000,167.1332750,-29.6531350,11.0287500,2.7150000,1694.0000000,2.7658600,15.0463000,548.0000000,4272.0000000,0.6800000
"1036.01","1036","PC",1,10.2855000,157.8671120,-42.2404480,3.7795212,2.9520000,2761.0000000,5.9837500,466.5280000,1294.0000000,5771.0000000,1.1800000
"1056.01","1056","PC",1,9.6663000,339.2587030,-76.9176050,5.3079507,3.2158594,391.3830934,3.0486928,603.2401116,1263.9861129,6124.3000000,1.3696300
"1057.01","1057","PC",1,9.4091000,127.9969170,-78.4075640,51.1701501,6.6641048,851.4547808,2.9366826,11.2148229,466.7322968,5599.0000000,0.9433560
"1063.01","1063","PC",1,9.0689000,230.5554930,-83.0562140,10.0665238,2.4023189,839.9044871,2.7272824,54.8791715,694.1792631,5552.0000000,0.7917420
"1074.01","1074","PC",1,10.6339000,310.7610040,-72.0102670,13.9428705,3.7522756,1015.3955430,2.4233421,28.0927293,587.1759148,5206.0000000,0.7416710
"1082.01","1082","PC",1,11.8835000,83.2758090,-80.8154780,16.3469053,3.5865698,2212.4257252,3.5059571,8.9995944,441.7489067,4310.0000000,0.6496130
"1083.01","1083","PC",1,12.0936000,296.8221940,-87.3228100,12.9802953,2.5034417,2407.2608671,2.4241912,4.7341229,376.2093904,3614.0000000,0.4913230
"1105.01","1105","PC",1,10.2809000,146.0539690,-89.4715130,10.8680523,2.3750000,1553.0000000,2.9072600,20.7383000,594.0000000,4664.0000000,0.7600000
"2392.01","2392","PC",1,10.3998000,83.7837030,-64.1166200,5.9123675,4.6720000,416.0000000,3.2895200,697.8600000,1431.0000000,6187.3000000,1.7600000
"2392.02","2392","PC",2,10.3998000,83.7837030,-64.1166200,3.4072141,3.8920000,315.0000000,2.9634400,2770.9300000,2021.0000000,6187.3000000,1.7600000
"2394.01","2394","PC",1,11.9522000,178.8907690,-10.0291020,3.4978002,2.1386761,2039.5610030,3.6935664,248.1616025,1012.2863851,5356.0000000,0.8100000
"2404.01","2404","PC",1,11.1464000,98.4421490,-74.1900980,20.3627410,4.5890238,1126.8782473,4.2523478,75.4289160,751.6301910,6142.0000000,1.1800300
"2405.01","2405","PC",1,12.5515000,45.1440660,-51.7935990,1.9792573,1.6873516,2235.6640941,4.1930997,189.6799154,946.5097378,4001.0000000,0.7565510
"2408.01","2408","PC",1,11.9205000,18.2424100,-32.9660160,9.4636148,3.0610000,5050.0000000,5.4554300,63.7261000,787.0000000,4935.0000000,0.7500000
"2419.01","2419","PC",1,10.4354000,53.2703750,-56.5884360,18.8812961,5.9430000,915.0000000,3.6108100,103.2760000,888.0000000,5924.0000000,1.3500000
"2426.01","2426","PC",1,9.9700800,43.8116980,-20.7812900,4.0816500,2.6910000,460.0000000,2.3823900,376.0720000,1226.0000000,5716.0000000,1.0200000
"2429.01","2429","PC",1,9.4752000,36.3639020,1.0575290,7.0846492,3.1023280,591.5301151,2.1949984,115.4006791,835.9337133,5517.8000000,0.8428330
"2430.01","2430","PC",1,10.3682000,46.5587770,-9.8100510,1.1007100,0.9090000,680.0000000,4.6749500,1082.9000000,1598.0000000,6409.0000000,1.5900000
"2437.01","2437","PC",1,11.2571000,37.9385740,-5.5149870,5.1660127,3.0196600,1263.5326305,4.1062551,381.0617054,1126.8564017,5927.0000000,1.1145700
"2439.01","2439","PC",1,11.2212000,54.0283950,1.9338150,14.3614789,4.0964994,2859.7577713,5.0510341,50.2582088,679.0808773,5283.0000000,0.9461460
"2441.01","2441","PC",1,12.8332000,91.4101520,-51.6796140,12.8900899,2.5413229,3520.6971104,2.9698317,4.1214233,363.3971818,3478.0000000,0.4676900
"2441.02","2441","PC",2,12.8332000,91.4101520,-51.6796140,5.5514857,2.0186927,1282.3227899,2.0319062,12.6719325,481.2053670,3478.0000000,0.4676900
"2446.01","2446","PC",1,10.2080000,50.9427450,-31.2651870,18.6858620,5.4844000,1215.9529886,4.2075538,53.8374071,690.8611696,5926.0000000,0.9874960
"2448.02","2448","PC",2,10.0039000,80.7402270,-53.7645900,19.7580247,3.1980000,483.0000000,3.8085800,191.0360000,1035.0000000,9671.0000000,1.7800000
"2453.01","2453","PC",1,12.4223000,74.8374850,12.9363530,4.4414275,1.3934410,3375.8183277,3.0014777,21.7489585,550.7815271,3609.0000000,0.5024980
"2454.01","2454","PC",1,10.7047000,64.3226500,-7.7660090,8.5063687,2.8291905,968.2734253,2.5051088,44.8115834,659.8835801,4431.2000000,0.8212400
"2457.01","2457","PC",1,10.8749000,70.1673220,-12.8907260,14.1993538,2.5629666,1859.1571503,2.7591068,9.8747938,452.1179596,4045.0000000,0.6315690
"2465.01","2465","PC",1,10.2994000,76.7370310,-18.9046210,3.7592050,2.9961712,892.1135724,3.1563691,685.8372580,1305.1938483,6808.4000000,1.0150700
"2467.01","2467","PC",1,10.2712000,65.7176390,-12.6770350,1.7556616,1.3491032,444.0879481,1.7738475,486.2678796,1197.6740653,4909.0000000,0.8087410
"2470.01","2470","PC",1,10.0632000,70.4285480,-0.6000030,7.1853092,2.3470000,800.0000000,2.1235600,37.1797000,687.0000000,4562.0000000,0.7400000
"2474.01","2474","PC",1,7.8262200,79.8442070,3.1226750,4.2787520,4.1100000,220.0000000,5.3334200,479.7610000,1303.0000000,4971.0000000,3.5000000
"2478.01","2478","PC",1,10.6827000,73.5543540,1.2336230,2.6473916,2.8595222,568.2994163,2.7377690,871.0969851,1385.5952225,5748.0000000,1.1287000
"2479.01","2479","PC",1,9.3540000,79.7093480,-36.0376940,36.8382429,4.9462843,965.1649482,3.7858994,24.2324067,565.8728882,5363.1000000,1.2099299
"2481.01","2481","PC",1,10.6675000,77.8044060,2.4273610,11.9948320,3.3740000,1260.0000000,3.1112400,57.2917000,766.0000000,5567.0000000,0.8600000
"2482.01","2482","PC",1,9.6254000,71.5182460,-15.3434310,14.9315582,4.7290000,590.0000000,1.5829300,41.9664000,709.0000000,4779.1000000,0.6100000
"2484.01","2484","PC",1,10.8945000,219.7342150,37.0267400,8.3272872,2.5170000,2970.0000000,5.1830000,63.8466000,787.0000000,5632.0000000,0.8900000
"2486.01","2486","PC",1,11.1869000,59.8521700,-36.4760260,1.5411764,1.5350000,1510.0000000,3.1731100,233.7800000,1089.0000000,4307.3000000,0.7700000
"2494.02","2494","PC",2,10.7202000,90.1595290,0.1314820,2.4087648,1.8810000,590.0000000,2.2359700,415.1890000,1257.0000000,5376.0000000,0.9000000
"2495.01","2495","PC",1,12.2285000,104.8270070,-4.8282740,7.7953850,1.6941573,2783.9129229,1.8939264,4.9263400,379.9713444,3356.0000000,0.3529090
"2501.01","2501","PC",1,11.6751000,108.0665930,-44.0275440,5.3262922,2.2585228,1501.6874101,2.6350944,40.1166389,641.8756259,4066.0000000,0.6587270
"2505.01","2505","PC",1,10.7015000,95.4865350,-11.5413940,2.8972041,1.9580000,640.0000000,4.0960000,470.0210000,1297.0000000,5879.0000000,1.5500000
"2507.01","2507","PC",1,9.4951000,82.5598260,-43.7984590,17.3051476,3.4976316,657.1128437,2.7663379,49.5593572,676.7077743,5824.0000000,0.9232810
"2508.01","2508","PC",1,10.3559000,104.8179650,-14.4445110,1.6951056,3.2380000,370.0000000,3.1135200,6387.1300000,,6796.0000000,1.6100000
"2512.01","2512","PC",1,9.2260500,93.5097150,-20.9977140,2.3933087,5.5070000,150.0000000,2.0323500,6511.6200000,2502.0000000,6393.0000000,1.7200000
"2513.01","2513","PC",1,10.0509000,94.0277090,-21.2794770,2.5577037,2.5770000,530.0000000,3.9587000,1478.9800000,1727.0000000,6039.0000000,1.7000000
"2514.01","2514","PC",1,10.6670000,86.7195340,-17.0290890,6.3951381,4.0470000,510.0000000,2.1004300,323.8910000,1181.0000000,5563.0000000,0.9800000
"2518.01","2518","PC",1,10.2282000,105.4448500,-34.9196870,6.8979432,3.4010000,550.0000000,2.1856300,239.1330000,1095.0000000,6016.0000000,0.9900000
"2519.01","2519","PC",1,10.2807000,97.8917170,-23.9515980,6.9551801,2.0620000,770.0000000,2.2912400,38.0097000,691.0000000,4742.0000000,0.7500000
"2520.01","2520","PC",1,9.8599010,106.8414630,-11.4367730,2.0944084,4.1330000,320.0000000,1.3983600,3407.6000000,2128.0000000,5298.0000000,0.7700000
"2522.01","2522","PC",1,9.1239000,107.1185130,-12.1478660,2.0988541,4.3650000,350.0000000,1.6655400,2840.0500000,2033.0000000,5531.0000000,0.9700000
"2523.01","2523","PC",1,10.1424000,95.8098710,-11.3486170,4.6410823,2.8490000,660.0000000,2.8643800,344.8810000,1200.0000000,5809.0000000,1.1200000
"2539.01","2539","PC",1,11.5606000,93.0384420,-30.7879310,0.9855860,1.5285482,1343.3387762,5.2012051,4763.4215785,2118.8465446,5799.4000000,1.3801300
"2540.01","2540","PC",1,8.2731000,82.5585480,-42.6979460,12.7187255,3.1582562,1144.1789073,2.5924633,12.2599233,477.2453303,4036.3000000,0.6610760
"2552.01","2552","PC",1,11.8762000,115.9187020,-10.2570810,2.3701119,1.8215643,2049.0263458,3.0793796,122.1390568,847.8780456,4007.0000000,0.6847410
"2590.01","2590","PC",1,9.4735100,97.8004080,3.4704860,0.7460577,1.7540000,240.0000000,1.7772500,6994.6100000,2547.0000000,6162.0000000,1.1300000
"2673.01","2673","PC",1,8.8448000,130.9321850,-26.9808240,1.9126596,2.1780000,372.0000000,2.2474000,943.0420000,1543.0000000,5601.4000000,1.2400000
"2684.01","2684","PC",1,13.2964000,74.4317690,-47.0214340,2.4756487,2.4610000,4370.0000000,5.2591400,321.6920000,1179.0000000,4633.0000000,0.8000000
"2688.01","2688","PC",1,11.3437000,44.1738610,-15.0555860,2.1415519,2.9890000,1060.0000000,4.7228700,1363.8300000,1693.0000000,5530.0000000,1.4800000
"2691.01","2691","PC",1,12.5728000,45.1155850,-21.2691600,3.8821916,3.1260000,2670.0000000,5.5709600,1093.4600000,,5283.0000000,0.9500000
"2701.01","2701","PC",1,12.5257000,61.8369470,-27.2697400,2.1694660,1.6530000,1780.0000000,5.8120500,643.0660000,1402.0000000,5823.0000000,1.3500000
"2722.01","2722","PC",1,11.1522000,66.4130970,-43.7202700,0.7085480,0.8450000,800.0000000,4.6669400,1121.9300000,1612.0000000,5678.0000000,1.5200000
"1783.01","1783","PC",1,9.2742000,287.6810170,64.1536620,1.4198659,1.3058497,465.2106205,2.2822776,1263.1832531,1520.4997021,5406.0000000,0.9845110
"1785.01","1785","PC",1,9.6746000,285.7285230,63.9488490,11.0023133,5.3050000,298.0000000,4.2588200,261.6640000,1120.0000000,6264.0000000,2.8700000
"1792.01","1792","PC",1,8.6760000,151.7200290,45.8833280,8.8164887,3.8950000,170.0000000,1.2891500,149.1670000,973.0000000,5502.5000000,0.9900000
"1802.01","1802","PC",1,11.1341000,164.2553130,24.8823380,16.7961107,3.4989302,1816.2755985,2.5066457,5.9204002,397.8391483,3859.0000000,0.5824360
"1803.01","1803","PC",1,11.1476000,178.0461050,35.1718000,12.8858629,2.0980000,3170.0000000,4.2169300,18.3406000,576.0000000,4868.6100000,0.6900000
"1803.02","1803","PC",2,11.1476000,178.0461050,35.1718000,6.2932111,2.1880000,1810.0000000,2.9855500,58.2524000,769.0000000,4868.6100000,0.6900000
"1804.01","1804","PC",1,10.1345000,172.1711220,46.4804640,4.9246365,2.7560000,803.0000000,2.7452900,210.2060000,1060.0000000,5428.8100000,1.0600000
"1805.01","1805","PC",1,10.7939000,232.1404920,55.1853200,24.0510453,3.3687329,1194.9103544,2.9822257,19.9084441,538.7398234,5232.4300000,0.8554330
"1812.02","1812","PC",2,11.6463000,242.7478850,58.2945530,11.6098182,3.5623705,1391.5795455,2.7371461,35.6962064,623.4121550,5059.3600000,0.7386920
"1812.03","1812","PC",3,11.6463000,242.7478850,58.2945530,48.3320223,5.3736904,4780.0505501,5.0923959,2.1152872,307.5828267,5059.3600000,0.7386920
"1814.01","1814","PC",1,10.8247000,236.8168820,77.2326430,6.3684627,6.3480149,461.2506691,5.1407901,216.0619339,977.8321546,4971.0000000,2.3894999
"1835.01","1835","PC",1,7.6621000,189.8392240,20.0273380,5.6419598,3.0871502,543.8388480,1.8245844,119.4171181,843.1141848,5297.0000000,0.7824790
"1839.01","1839","PC",1,10.2173000,196.8331110,5.8520460,1.4238067,1.5009585,721.0458571,2.6855348,921.8466630,1405.3497526,5382.6900000,0.8480990
"1869.01","1869","PC",1,10.9679000,37.5303280,-79.7565600,1.6024387,1.0090014,1372.6016905,5.5640916,2819.6338493,1858.5229504,5435.9000000,1.3929400
"1873.01","1873","PC",1,10.7447000,212.5684760,84.3718580,24.9341884,4.9640000,1390.0000000,3.9346500,34.0216000,672.0000000,5699.0000000,0.9700000
"1873.03","1873","PC",3,10.7447000,212.5684760,84.3718580,7.0056805,3.3182125,766.8944620,3.1039232,171.8935756,923.4952393,5699.0000000,0.9716750
"1887.01","1887","PC",1,12.2415000,271.3685240,75.1456280,2.2001583,1.7564486,1295.5985443,2.5006782,164.3262502,913.1591724,4250.0000000,0.7057290
"1943.01","1943","PC",1,10.1598000,183.7041170,-63.0867180,1.7425730,1.9620000,947.0000000,3.2459000,3594.0000000,2157.0000000,5309.7000000,0.9500000
"1960.01","1960","PC",1,9.1962000,173.3141490,-60.0759950,5.3418199,4.9900000,330.0000000,5.7387000,1467.5400000,1724.0000000,6466.2000000,3.2800000
"1961.01","1961","PC",1,10.0032000,211.5934230,-40.5239090,6.7018963,1.8740000,950.0000000,5.0221600,109.4290000,,6231.8000000,1.5200000
"1972.01","1972","PC",1,9.7472000,176.0702550,-59.9118530,4.7631000,1.8380000,850.0000000,4.0644500,184.1050000,1026.0000000,6105.1000000,1.4800000
"1981.01","1981","PC",1,10.0010000,155.5906200,-63.6546200,2.4763492,3.5930000,593.0000000,4.7271600,14633.4000000,3064.0000000,8749.3000000,2.1400000
"1997.01","1997","PC",1,9.8916000,181.6325050,-31.6457130,1.8359766,1.0620000,1073.0000000,5.1160300,573.1680000,1363.0000000,6311.5000000,1.6100000
"2016.01","2016","PC",1,10.4080000,246.7972670,42.6877670,6.8161105,2.7180000,1377.0000000,2.9845800,86.7877000,850.0000000,5175.0000000,0.8400000
"2016.02","2016","PC",2,10.4080000,246.7972670,42.6877670,2.4590369,1.8620000,1179.0000000,2.7473800,301.3740000,1160.0000000,5175.0000000,0.8400000
"2016.03","2016","PC",3,10.4080000,246.7972670,42.6877670,25.3369848,3.2140000,1330.0000000,3.2358200,25.3267000,624.0000000,5175.0000000,0.8400000
"2026.01","2026","PC",1,10.5782000,5.4695340,66.1681190,7.1925327,2.5510000,1180.0000000,2.5719000,75.7071000,821.0000000,5050.0000000,0.7700000
"2035.01","2035","PC",1,9.1196000,17.7367100,61.0921070,8.5122600,3.0680000,620.0000000,5.9010500,872.7720000,,9387.0000000,2.3500000
"2036.01","2036","PC",1,8.9791300,233.0149230,24.0850160,1.2610450,1.2460000,384.0000000,4.2461500,1770.6600000,1807.0000000,6549.0000000,2.1800000
"2037.01","2037","PC",1,10.6700000,234.8612930,55.1534980,11.1516668,4.6230000,580.0000000,2.9177100,206.9820000,1056.0000000,6319.0000000,1.1900000
"2039.01","2039","PC",1,10.4719000,307.0227460,61.8714110,11.2479927,3.1420000,1277.0000000,4.9669200,106.7190000,895.0000000,6308.0000000,1.4800000
"2043.01","2043","PC",1,10.1976000,0.9775570,59.3346810,12.0135752,4.2740000,1171.0000000,3.7307000,143.4320000,964.0000000,6178.0000000,1.2300000
"2050.01","2050","PC",1,9.7036200,323.9082970,65.4375360,13.5970194,2.7810000,604.0000000,2.0357200,41.8338000,708.0000000,5985.0000000,0.8800000
"2051.01","2051","PC",1,10.6234000,336.2950390,67.9711680,1.1633325,1.7800569,384.9566815,5.5717234,102177.3532273,4559.9324771,11265.0000000,2.6170700
"2731.01","2731","PC",1,9.9202900,96.0697590,-17.0532310,0.9953936,2.2380000,280.0000000,1.3532100,4359.0900000,2263.0000000,5697.0000000,0.8400000
"2734.01","2734","PC",1,12.6746000,85.8266190,-40.3835320,4.5879078,3.4640000,2040.0000000,5.5949100,474.0540000,1299.0000000,5785.0000000,1.2500000
"2781.01","2781","PC",1,12.9395000,87.8204160,-13.3810440,2.7636665,1.2790000,6370.0000000,5.9420800,34.2070000,673.0000000,3868.0000000,0.7000000
"2802.01","2802","PC",1,11.5260000,80.7311860,-21.9556870,3.5266608,2.1050000,1320.0000000,5.7947900,312.3090000,1171.0000000,5668.0000000,1.5800000
"2804.01","2804","PC",1,8.9118000,146.4188890,-38.8873610,4.8033954,0.9062451,867.1363349,4.4901713,760.1635216,1339.2032846,5913.9000000,1.5062100
"2806.01","2806","PC",1,10.0524000,157.9214390,-24.2248320,11.4045112,3.9470000,760.0000000,4.0961000,161.0740000,992.0000000,6334.6000000,1.4700000
"2807.01","2807","PC",1,9.6854000,146.1145580,-35.1045890,3.9919157,2.9380000,535.0000000,2.4598800,424.4120000,1264.0000000,5645.0000000,1.1400000
"2808.01","2808","PC",1,9.9139000,155.3160190,-25.1093340,9.4453763,2.6590000,863.0000000,1.7754700,33.3967000,669.0000000,4853.0000000,0.6600000
"2810.01","2810","PC",1,9.0397000,165.9551170,-50.8871520,8.4035706,3.9060000,490.0000000,2.0563000,218.2280000,1070.0000000,5910.0000000,1.0500000
"2882.01","2882","PC",1,13.1101000,103.0399920,-12.6897100,2.0083269,4.3700000,1680.0000000,4.9953900,7012.5000000,2549.0000000,6656.0000000,1.2800000
"2903.01","2903","PC",1,12.7318000,116.0653650,-51.8748450,3.5947639,1.8100000,3070.0000000,5.1024100,176.7120000,1015.0000000,5594.0000000,0.9300000
"2908.01","2908","PC",1,12.6467000,135.9438500,-39.2170800,5.4631023,4.0670000,3070.0000000,5.8579300,874.5450000,1515.0000000,6788.0000000,1.0600000
"2922.01","2922","PC",1,11.7768000,148.5303780,-36.5333310,1.3605223,0.7150000,1440.0000000,5.1434700,333.6930000,1190.0000000,5924.0000000,1.1500000
"2934.01","2934","PC",1,12.8016000,132.4645370,-43.2858170,1.1239749,1.0110000,2190.0000000,5.1799300,910.7050000,1530.0000000,6220.0000000,0.9500000
"2996.01","2996","PC",1,11.6828000,149.0798890,-46.6245300,2.3627442,3.0950000,1870.0000000,5.1554200,1735.3900000,1798.0000000,5939.0000000,1.1800000
"3086.01","3086","PC",1,11.4005000,159.9101450,-48.5381120,10.9506335,2.6350000,1820.0000000,3.1726400,20.8045000,594.0000000,4530.0000000,0.7300000
"3105.01","3105","PC",1,11.6814000,198.8038350,-31.3687510,5.3332571,3.1020000,2020.0000000,5.8227900,1133.5200000,1616.0000000,6068.0000000,1.1000000
"2067.01","2067","PC",1,10.4547000,167.8652990,71.5407540,8.8128067,2.3250000,787.0000000,2.3321900,52.4568000,749.0000000,5491.0000000,0.8800000
"2069.01","2069","PC",1,7.9726000,245.7289680,61.6948360,5.9214229,2.4606208,140.4285921,1.0470381,122.1004834,847.8110943,5268.0000000,0.8231260
"2070.01","2070","PC",1,9.7442800,219.0433740,68.9406950,6.3839247,1.5808909,358.7464972,2.2843976,301.4805095,1062.7584328,5849.0000000,1.1635300
"2071.01","2071","PC",1,11.0400000,256.6011810,57.6610330,5.6739336,2.8074156,641.2779235,2.5875820,265.3024804,1029.3310585,5873.3000000,1.0028600
"2073.01","2073","PC",1,9.4525300,209.8823260,58.9329100,53.1991439,6.2024225,591.4602835,2.8396233,16.5685990,514.5661300,5729.0000000,1.1563200
"2075.01","2075","PC",1,11.1345000,210.0446150,38.7056410,4.7981694,2.1425123,1051.0675882,2.3133532,47.3415434,669.0065237,4065.0000000,0.6677970
"2077.01","2077","PC",1,9.7807000,244.3769540,68.8946640,6.1155829,1.9410000,322.0000000,1.5616700,152.9930000,979.0000000,5284.0000000,0.8500000
"2079.01","2079","PC",1,10.8515000,185.3381930,57.7523640,1.4923179,1.1558314,669.7182600,1.2607994,84.6732757,773.6710387,3577.0000000,0.4805530
"2079.02","2079","PC",2,10.8515000,185.3381930,57.7523640,9.3174113,1.7011801,1790.5546209,2.0623382,7.3649163,420.1570972,3577.0000000,0.4805530
"2080.01","2080","PC",1,11.4547000,250.3829810,80.0458800,63.5809449,3.6561358,1446.5029644,3.0597346,3.1507778,339.8006415,4868.0000000,0.7225200
"2082.01","2082","PC",1,7.8206000,241.5812030,53.5146410,30.2004765,4.5170000,520.0000000,2.6056000,33.1236000,668.0000000,6004.0000000,1.1500000
"2083.01","2083","PC",1,11.8737000,284.7677330,60.1544550,17.9696390,4.2388170,1231.0381518,3.0570342,14.1574455,494.7274115,4410.0000000,0.7672860
"2086.01","2086","PC",1,11.3160000,285.9216850,65.7856720,41.7540004,4.4910000,820.0000000,2.7529700,7.9761000,468.0000000,5337.0000000,0.9100000
"2086.02","2086","PC",2,11.3160000,285.9216850,65.7856720,20.2616550,2.9685197,612.9485468,2.4206095,30.2935939,598.3529678,5337.0000000,0.9140830
"2089.01","2089","PC",1,11.5509000,267.3071630,54.4159320,49.9950015,5.1090000,1080.0000000,2.6528600,5.9211200,434.0000000,5274.2700000,0.7800000
"2092.01","2092","PC",1,10.6375000,212.5474870,45.5638680,4.3032642,2.5737232,710.7656808,2.6656800,195.7930000,1042.0000000,5468.7300000,1.0500000
"2094.01","2094","PC",1,12.2669000,254.1425330,70.0273160,18.7931749,1.0988900,1844.6985474,1.7151271,1.8563658,297.7046646,3457.0000000,0.3767750
"2100.01","2100","PC",1,10.8676000,205.5934700,76.6479810,23.6573994,2.3087780,1180.9350567,3.0681221,23.5564568,561.8847450,5535.0000000,0.8466150
"2101.01","2101","PC",1,10.6397000,266.1337100,54.0909710,9.0753271,3.6156842,586.9172699,2.5831328,122.8680194,849.1403218,5619.0000000,0.9975890
"2102.01","2102","PC",1,11.4106000,253.4427930,65.2939610,6.7060238,1.6782365,542.9365808,2.1264700,100.7791488,808.0950027,5292.0000000,0.8078110
"2103.01","2103","PC",1,10.3366000,239.0169180,73.0739200,2.6620728,1.7235054,220.9994213,1.2172175,267.4349792,1031.3932912,4884.0000000,0.7997160
"2104.01","2104","PC",1,10.0556000,151.6122150,83.0878400,3.2723118,1.8150000,464.0000000,1.4677200,133.5170000,947.0000000,4907.0000000,0.7200000
"2104.02","2104","PC",2,10.0556000,151.6122150,83.0878400,5.9043690,2.6530000,351.0000000,1.3595900,85.3357000,846.0000000,4907.0000000,0.7200000
"2104.03","2104","PC",3,10.0556000,151.6122150,83.0878400,15.1808746,2.8080000,689.0000000,1.8686400,18.1396000,574.0000000,4907.0000000,0.7200000
"2104.04","2104","PC",4,10.0556000,151.6122150,83.0878400,1.9803146,1.6600000,306.0000000,1.1696900,301.4910000,1160.0000000,4907.0000000,0.7200000
"2105.01","2105","PC",1,9.8565000,181.0644380,83.4380340,15.9152686,1.1393111,652.5574248,2.2277479,23.4115602,561.0187018,4718.0000000,0.8210670
"2112.01","2112","PC",1,7.1776000,343.8543350,70.2972900,14.0120582,5.9348633,751.5203056,4.4835127,335.0295174,1091.1652269,7184.0000000,1.5804600
"2123.01","2123","PC",1,9.5373000,243.9408830,17.0239040,10.3088514,3.8012836,2122.2459980,4.0217464,66.7917777,729.1224998,5432.0000000,0.8437020
"2133.01","2133","PC",1,10.8571000,261.2438310,32.7983970,3.8266587,2.0605848,1181.8154296,2.4536347,81.1071602,765.3931102,4175.0000000,0.7163120
"2142.01","2142","PC",1,11.0768000,267.0466240,15.9801090,9.3004351,2.3510062,1595.2088627,1.5550304,4.6279256,374.0815959,3472.0000000,0.3639660
"2144.01","2144","PC",1,9.9066700,350.2531400,79.4417820,37.3415931,5.3510000,766.0000000,2.1417000,12.9381000,528.0000000,5452.0000000,0.8800000
"2149.01","2149","PC",1,10.1099000,285.5965080,42.5074140,0.5842495,0.5590000,1041.0000000,5.5079900,1217.7400000,1645.0000000,6020.0000000,1.3400000
"2160.01","2160","PC",1,10.6071000,291.1259740,56.8812960,2.2390502,1.6400000,490.0000000,2.7321500,640.0330000,1401.0000000,6021.0000000,1.2500000
"2163.01","2163","PC",1,10.2350000,261.4409530,23.0570310,5.2132496,3.7650000,750.0000000,3.7290700,657.5210000,1410.0000000,6318.0000000,1.4700000
"2166.01","2166","PC",1,10.0788000,260.3030600,63.2392820,5.1354577,3.7160000,353.0000000,3.3405000,882.5580000,1518.0000000,6515.0000000,1.9900000
"2170.01","2170","PC",1,10.4679000,164.3138560,89.0869230,9.2786686,4.5770000,527.0000000,2.2316800,240.6880000,1097.0000000,6018.0000000,1.1200000
"2174.01","2174","PC",1,10.5817000,268.8239550,40.1674750,2.9601848,2.0140000,960.0000000,4.2106700,463.2470000,1292.0000000,6069.0000000,1.3300000
"2181.01","2181","PC",1,12.1625000,270.5580910,63.5496300,8.3790570,2.8990000,2930.0000000,4.9700200,85.2468000,846.0000000,5574.0000000,0.9100000
"2224.01","2224","PC",1,11.9987000,61.2429690,-78.3746810,0.5055105,0.6482320,2269.1991370,4.9709812,4944.3687757,2138.6881512,4996.3000000,1.0148900
"2226.01","2226","PC",1,9.6968000,333.5595980,-59.5683250,0.9017685,0.6350000,958.0000000,4.7744100,446.9860000,1280.0000000,5828.0000000,1.3600000
"2229.01","2229","PC",1,10.6658000,294.5721810,-46.3980780,4.9866800,2.2670000,860.0000000,5.5146300,339.9230000,1196.0000000,6046.0000000,1.6400000
"2238.01","2238","PC",1,10.7188000,67.6578080,-70.3549100,3.3904897,2.8780000,260.0000000,2.4067300,764.3440000,1464.0000000,6113.8000000,1.4300000
"2245.01","2245","PC",1,10.8366000,117.2810110,-80.8938860,3.7981107,3.9140000,750.0000000,4.1347800,911.1520000,1530.0000000,5042.0000000,1.5100000
"2254.01","2254","PC",1,9.3424400,275.3935880,62.3690020,26.4579842,3.3720000,397.0000000,2.9096500,66.2935000,794.0000000,5706.0000000,1.3700000
"2256.01","2256","PC",1,10.4460000,225.3156830,40.9468270,13.9631929,4.5245027,812.9002244,2.3118575,46.7510590,666.9105884,5270.9000000,0.8135440
"2259.01","2259","PC",1,7.9775800,244.5642000,42.6270600,16.5899263,2.1573675,642.4369483,5.4428798,266.9749353,1030.9494518,6690.0000000,1.7449000
"2261.01","2261","PC",1,12.4841000,284.0226790,70.2541200,1.9011452,1.6128566,1640.9567262,5.7647423,831.1124236,1369.4137781,5392.0000000,0.9864020
"2262.01","2262","PC",1,10.4267000,266.4064550,59.5141990,1.4937444,2.0440000,160.0000000,1.6210200,2431.7100000,1956.0000000,6328.0000000,1.2800000
"2265.01","2265","PC",1,9.1021000,239.7877680,32.3959730,0.8294084,0.5583289,254.6127529,2.4799192,4983.6132078,2142.9193755,5951.6700000,1.5242400
"2268.01","2268","PC",1,10.1338000,226.4696400,39.6365530,7.1566025,1.2189750,674.5586897,3.1263063,253.7528508,1017.9407073,5910.3500000,1.1348900
