pl_name,hostname,disc_year,discoverymethod,pl_orbper,pl_rade,pl_insol,pl_eqt,pl_trandep,pl_trandur,st_teff,st_rad,st_mass,st_met,sy_dist,sy_jmag,sy_hmag,sy_kmag,log_period,log_radius,log_insol,log_teff
Kepler-387 c,Kepler-387,2014.0,Transit,11.837549,0.89,144.963,826.0,0.00929,3.256,5774.0,1.046,0.85,-0.3,801.052,12.909,12.608,12.536,1.073261789720776,-0.05060999335508721,2.161257168122225,3.7614767795447017
Kepler-334 d,Kepler-334,2014.0,Transit,25.09849,1.41,39.475,656.0,0.01967,2.767,5828.0,1.068,1.022,-0.012,426.59,11.71,11.448,11.409,1.3996475938159283,0.14921911265537988,1.596322138680332,3.7655195430979527
Kepler-336 b,Kepler-336,2014.0,Transit,2.024823,1.02,1652.5,1625.0,0.00633,2.762,5867.0,1.304,1.09,0.337,768.86,12.488,12.194,12.144,0.30638706533685933,0.00860017176191757,3.2181414681576777,3.768416088216332
Kepler-149 c,Kepler-149,2014.0,Transit,55.328328,1.61,10.084,436.0,0.03257,6.948,5381.0,0.953,1.013,0.3805,571.034,12.694,12.274,12.184,1.7429475462064628,0.20682587603184974,1.0036328370044083,3.730862992046494
Kepler-393 c,Kepler-393,2014.0,Transit,14.613612,1.33,231.213,901.0,0.00746,5.401,6189.0,1.382,1.256,0.0322,881.404,12.325,12.087,11.995,1.164757572388155,0.12385164096708581,2.364012248734403,3.791620482692814
Kepler-292 c,Kepler-292,2014.0,Transit,3.715335,1.47,242.416,1001.0,0.03317,2.32,5299.0,0.826,0.865,0.04,1056.48,14.537,14.077,13.97,0.5699979788212549,0.1673173347481761,2.3845612808506433,3.7241939195143297
Kepler-337 b,Kepler-337,2014.0,Transit,3.292781,1.54,1589.012,1458.0,0.00807,4.767,5684.0,1.761,1.081,0.07,677.975,11.537,11.257,11.183,0.5175628471241991,0.18752072083646307,3.2011271769519385,3.754654069255432
Kepler-338 c,Kepler-338,2014.0,Transit,24.310856,2.34,119.648,831.0,0.01844,8.82,5923.0,1.735,1.105,-0.029,552.798,11.098,10.841,10.756,1.3858002508849463,0.3692158574101428,2.0779054434741258,3.7725417326409434
Kepler-164 b,Kepler-164,2014.0,Transit,5.03503,1.41,370.922,1141.0,0.01601,1.649,5888.0,1.148,1.036,0.0,890.758,13.254,13.008,12.935,0.702002062535246,0.14921911265537988,2.5692825928197136,3.7699678013294426
Kepler-169 f,Kepler-169,2014.0,Transit,87.090195,2.58,2.439,321.0,0.11667,6.313,4997.0,0.763,0.825,0.17,406.529,12.729,12.283,12.186,1.9399692629629697,0.41161970596323016,0.3872118003137306,3.698709349442587
Kepler-265 b,Kepler-265,2014.0,Transit,6.846262,1.86,220.328,1022.0,0.02468,3.59,5835.0,1.103,0.97,-0.11,1280.25,14.252,13.935,13.897,0.8354535151607548,0.26951294421791633,2.3430696922155825,3.766040860381389
Kepler-269 c,Kepler-269,2014.0,Transit,8.127899,1.69,342.6,875.0,0.02241,3.899,5847.0,0.959,0.92,0.4,2257.32,14.438,14.14,13.961,0.9099782982844301,0.22788670461367352,2.5347873586294916,3.766933093837284
Kepler-395 b,Kepler-395,2014.0,Transit,7.054346,1.03,17.8,576.0,0.0423,1.909,4262.0,0.556,0.622827,-0.02,421.382,13.818,13.131,12.948,0.8484567570334235,0.012837224705172217,1.250420002308894,3.629613445378183
Kepler-298 d,Kepler-298,2014.0,Transit,77.473633,2.5,1.715,277.0,0.15436,4.433,4465.0,0.582,0.66,-0.21,518.204,13.718,13.139,13.075,1.8891539219775435,0.3979400086720376,0.23426412437878932,3.649821463224565
Kepler-339 c,Kepler-339,2014.0,Transit,6.988055,1.15,101.841,914.0,0.02148,3.15,5631.0,0.802,0.87,0.033,616.637,13.28,12.895,12.874,0.8443563144709542,0.06069784035361165,2.007922655103078,3.7505855273410087
Kepler-339 d,Kepler-339,2014.0,Transit,10.558345,1.17,58.651,796.0,0.02094,3.41,5631.0,0.802,0.87,0.033,616.637,13.28,12.895,12.874,1.0235958487189567,0.06818586174616162,1.7682754212389227,3.7505855273410087
Kepler-171 d,Kepler-171,2014.0,Transit,39.595519,1.89,15.103,497.0,0.04896,6.315,5642.0,0.839,0.978,0.17,863.855,13.586,13.231,13.206,1.597646039872805,0.2764618041732441,1.1790632223949802,3.7514330818193473
Kepler-272 d,Kepler-272,2014.0,Transit,10.937304,2.25,141.135,777.0,0.04216,3.084,5297.0,0.929,0.91,0.04,889.608,13.159,12.833,12.708,1.0389102834035213,0.3521825181113625,2.149634727588171,3.7240299729355977
Kepler-206 d,Kepler-206,2014.0,Transit,23.44281,1.19,44.17,681.0,0.0085,5.389,5764.0,1.185,0.957,0.0213,594.447,12.33,12.048,12.001,1.3700096676852525,0.07554696139253074,1.6451273992583912,3.760723972141952
Kepler-251 c,Kepler-251,2014.0,Transit,16.514043,2.77,38.953,655.0,0.09735,4.108,5526.0,0.89,0.891,-0.06,924.625,13.96,13.596,13.632,1.2178534110966626,0.4424797690644486,1.5905409108731035,3.7424108805804925
Kepler-234 c,Kepler-234,2014.0,Transit,7.21205,3.51,273.304,1025.0,0.09504,4.039,6224.0,1.113,1.129,0.22,1733.1,14.387,14.104,14.065,0.8580587289556365,0.5453071164658241,2.436645987950308,3.7940695839816323
Kepler-200 b,Kepler-200,2014.0,Transit,8.594805,2.13,159.069,854.0,0.03365,3.534,5678.0,0.944,0.972,-0.006,665.912,12.871,12.58,12.455,0.934236027807869,0.3283796034387377,2.20158555085508,3.7541953881898382
Kepler-188 c,Kepler-188,2014.0,Transit,5.996553,3.19,257.348,1025.0,0.07114,3.231,6021.0,1.141,1.021,0.15,968.544,13.536,13.197,13.144,0.7779016765068277,0.5037906830571811,2.4105207974459555,3.779668627207148
Kepler-252 c,Kepler-252,2014.0,Transit,10.848463,2.15,20.507,499.0,0.17433,2.976,4208.0,0.549,0.61,-0.13,379.424,13.24,12.65,12.466,1.035368212110577,0.33243845991560533,1.3119021314194899,3.6240757311456826
Kepler-158 c,Kepler-158,2014.0,Transit,28.551383,1.9,6.677,418.0,0.08078,4.248,4623.0,0.624,0.655,-0.3,315.177,12.722,12.138,12.057,1.4556271498750823,0.2787536009528289,0.8245813762334826,3.6649238934380817
TOI-1272 b,TOI-1272,2022.0,Transit,3.31599,4.13204907,120.595,975.0,0.277,1.5708493,5065.0,0.7934,0.8772,0.182,137.572,10.218,9.793,9.701,0.5206132121824074,0.6161654703266944,2.0813293018553374,3.704579449696299
TOI-5720 b,TOI-5720,2024.0,Transit,1.4344555,1.09,41.7,708.0,0.0725,1.02,3325.0,0.383,0.383,0.03,35.8256,10.123,9.485,9.288,0.15668708001024242,0.037426497940623665,1.6201360549737576,3.5217916496391233
Kepler-343 c,Kepler-343,2014.0,Transit,23.22182,2.02,57.932,746.0,0.02104,2.708,5807.0,1.433,1.055,0.1445,927.193,13.039,12.722,12.683,1.3658962543768014,0.3053513694466238,1.7629185220079537,3.763951826033324
Kepler-347 c,Kepler-347,2014.0,Transit,27.320871,1.75,65.707,705.0,0.02796,3.927,6088.0,1.005,0.922,-0.14,1298.88,13.391,13.076,13.047,1.4364945407072975,0.24303804868629444,1.8176116389575478,3.7844746437625165
Kepler-190 b,Kepler-190,2014.0,Transit,2.019999,1.56,417.238,1166.0,0.03417,1.821,5106.0,0.795,0.834,0.06,433.387,12.728,12.279,12.231,0.3053511544493023,0.1931245983544616,2.6203838549768674,3.7080808104682315
Kepler-253 c,Kepler-253,2014.0,Transit,10.281951,2.65,51.273,680.0,0.11107,3.517,5208.0,0.786,0.86,0.15,838.595,14.055,13.632,13.534,1.0120755298480428,0.42324587393680785,1.709888728896005,3.7166709755601355
Kepler-170 c,Kepler-170,2014.0,Transit,16.665863,2.86,50.682,702.0,0.07542,4.2,5679.0,1.035,1.066,0.39,738.657,13.143,12.773,12.677,1.221827807431519,0.456366033129043,1.7048537445662886,3.754271868683459
Kepler-205 c,Kepler-205,2014.0,Transit,20.306546,1.64,7.14,389.0,0.07109,2.873,4321.0,0.546,0.592,-0.1254,159.72,11.608,10.962,10.833,1.3076360592636211,0.21484384804769785,0.8536982117761743,3.63558426631123
Kepler-202 b,Kepler-202,2014.0,Transit,4.069427,1.63,108.504,802.0,0.05491,2.067,4668.0,0.667,0.683,-0.21,285.111,12.255,11.733,11.639,0.6095332622332901,0.21218760440395779,2.0354457487459,3.6691308473733324
Kepler-214 c,Kepler-214,2014.0,Transit,28.7798,2.13,87.244,619.0,0.02532,7.803,6169.0,1.352,1.11,-0.02,1208.44,12.941,12.678,12.607,1.4590877715603436,0.3283796034387377,1.9407355690811647,3.7902147702439795
Kepler-192 b,Kepler-192,2014.0,Transit,9.926746,2.74,105.297,803.0,0.07255,3.78,5479.0,1.007,1.028,0.357,651.674,12.892,12.512,12.427,0.9968069095384581,0.437750562820388,2.0224159979470664,3.73870130043471
Kepler-196 c,Kepler-196,2014.0,Transit,47.427737,2.24,6.88,407.0,0.08499,5.114,5128.0,0.782,0.839,0.03,451.312,12.752,12.3,12.235,1.6760324029175393,0.35024801833416286,0.8375884382355113,3.709948016510761
Kepler-245 d,Kepler-245,2014.0,Transit,36.277108,3.03,9.492,445.0,0.16769,4.804,5100.0,0.795,0.856,0.12,861.527,14.121,13.688,13.639,1.5596326579441908,0.48144262850230496,0.9773577295453014,3.7075701760979363
Kepler-101 c,Kepler-101,2014.0,Transit,6.02976,1.25,596.069,1413.0,0.00546,3.87,5667.0,1.56,1.17,0.33,927.981,12.403,12.112,12.011,0.7803000264436415,0.09691001300805642,2.775296535889159,3.753353212641496
Kepler-154 b,Kepler-154,2014.0,Transit,33.040532,2.26,28.11,561.0,0.05774,3.355,5690.0,1.001,0.933,0.02,915.212,13.389,13.089,12.986,1.5190470314692976,0.35410843914740087,1.4488608456074408,3.7551122663950713
Kepler-359 d,Kepler-359,2014.0,Transit,77.095691,4.01,5.5,464.0,0.09428,3.476,6248.0,1.086,0.827,-0.29,1443.21,14.736,14.43,14.487,1.8870301053243863,0.6031443726201823,0.7403626894942439,3.7957410208692437
Kepler-256 c,Kepler-256,2014.0,Transit,3.38802,2.15,457.066,1315.0,0.02801,2.628,5551.0,1.301,1.037,0.26,1026.43,13.824,13.496,13.424,0.5299459653729554,0.33243845991560533,2.659978916407304,3.7443712273318606
Kepler-254 b,Kepler-254,2014.0,Transit,5.826662,3.87,184.341,1013.0,0.15391,3.032,5957.0,0.91,0.849,-0.13,1389.48,14.675,14.268,14.254,0.7654198257454734,0.5877109650189114,2.2656219390902193,3.7750276000988445
Kepler-184 c,Kepler-184,2014.0,Transit,20.303005,1.97,29.875,630.0,0.05334,4.348,5788.0,0.873,0.872,-0.1958,610.326,13.1,12.752,12.69,1.3075603215750011,0.2944662261615929,1.4753079139561942,3.762528522447
Kepler-248 b,Kepler-248,2014.0,Transit,6.308205,3.02,79.311,819.0,0.14465,3.008,5190.0,0.831,0.838,0.17,738.792,13.911,13.442,13.357,0.7999057983097106,0.48000694295715063,1.8993334257538863,3.7151673578484576
Kepler-172 b,Kepler-172,2014.0,Transit,2.940309,2.35,639.476,1256.0,0.04724,2.595,5526.0,1.085,1.081,0.39,828.592,13.17,12.883,12.793,0.4683929732499849,0.37106786227173627,2.8058242497323334,3.7424108805804925
Kepler-205 b,Kepler-205,2014.0,Transit,2.75564,1.51,102.562,757.0,0.05464,1.948,4321.0,0.546,0.592,-0.1254,159.72,11.608,10.962,10.833,0.4402224802074124,0.17897694729316943,2.010986481173327,3.63558426631123
Kepler-217 b,Kepler-217,2014.0,Transit,5.374943,2.23,1366.477,1413.0,0.01544,4.011,6171.0,1.799,1.342,-0.07,1104.64,12.319,12.176,12.103,0.7303738630217402,0.34830486304816066,3.135602326217376,3.7903555464143865
Kepler-174 c,Kepler-174,2014.0,Transit,44.000529,1.49,5.296,377.0,0.05996,5.177,4880.0,0.622,0.602,-0.56,384.757,12.791,12.293,12.184,1.6434578978589118,0.17318626841227402,0.7239479764316435,3.6884198220027105
Kepler-251 d,Kepler-251,2014.0,Transit,30.133001,2.77,17.477,536.0,0.10158,4.919,5526.0,0.89,0.891,-0.06,924.625,13.96,13.596,13.632,1.4790423859992168,0.4424797690644486,1.2424668862353405,3.7424108805804925
TOI-561 e,TOI-561,2020.0,Transit,77.144,2.517,4.89,416.0,0.09146282,7.138,5342.0,0.843,0.806,-0.41,85.799,8.879,8.504,8.394,1.8873021537533774,0.4008832155483627,0.6893088591236202,3.727703883685354
LTT 1445 A b,LTT 1445 A,2019.0,Transit,5.3587635,1.34,5.7,431.0,0.23,1.366,3562.0,0.271,0.257,-0.34,6.86929,7.294,6.774,6.496,0.7290645906111772,0.12710479836480765,0.7558748556724915,3.551693915127225
TOI-1749 b,TOI-1749,2021.0,Transit,2.38839,1.39,83.8379,831.0,0.05698512,1.032409,3985.0,0.55,0.58,-0.26,99.5561,11.069,10.446,10.27,0.3781052441569073,0.14301480025409505,1.9234403914212095,3.600428325732131
Kepler-361 b,Kepler-361,2014.0,Transit,8.486616,1.45,411.905,1060.0,0.01191,5.176,6169.0,1.343,1.191,0.04,930.32,12.526,12.275,12.198,0.9287345517873573,0.16136800223497488,2.614797063768095,3.7902147702439795
Kepler-362 b,Kepler-362,2014.0,Transit,10.327186,0.88,207.336,838.0,0.01269,1.803,5788.0,0.722,0.904,-0.12,1090.51,13.322,12.921,12.784,1.0139819990453363,-0.05551732784983137,2.3166747157163528,3.762528522447
Kepler-218 c,Kepler-218,2014.0,Transit,44.699576,3.14,16.147,500.0,0.08377,6.271,5502.0,1.063,1.019,0.37,656.38,12.732,12.386,12.311,1.6503034036300648,0.49692964807321494,1.2080918452756948,3.7405205860536648
Kepler-193 b,Kepler-193,2014.0,Transit,11.38848,2.39,117.303,979.0,0.04571,3.618,6335.0,1.147,1.051,0.0,1009.1,13.539,13.242,13.218,1.0564657634413868,0.3783979009481377,2.069309119249247,3.80174661921946
Kepler-253 d,Kepler-253,2014.0,Transit,18.119869,3.17,24.084,563.0,0.15069,4.29,5208.0,0.786,0.86,0.15,838.595,14.055,13.632,13.534,1.2581550535624948,0.5010592622177514,1.3817286185351103,3.7166709755601355
Kepler-192 c,Kepler-192,2014.0,Transit,21.2234,2.79,38.216,623.0,0.05829,4.94,5479.0,1.007,1.028,0.357,651.674,12.892,12.512,12.427,1.3268149593464718,0.44560420327359757,1.5822452282752975,3.73870130043471
HD 28109 d,HD 28109,2022.0,Transit,84.2899,3.11,17.3745,561.0,0.0407,10.32,6189.0,1.425,1.227,0.1,139.611,8.476,8.256,8.175,1.9257755385979998,0.4927603890268375,1.2399123153993927,3.791620482692814
TOI-1439 b,TOI-1439,2024.0,Transit,27.644,4.2427861,68.4355,748.4,0.056,5.6278203,5841.0,1.6184,1.2313,0.226,230.306,9.394,9.126,9.053001,1.4416008842969312,0.6276511373684767,1.8352814446238725,3.766487206239694
Kepler-365 c,Kepler-365,2014.0,Transit,17.784129,1.64,66.87,729.0,0.02471,3.862,6012.0,1.048,1.02,-0.218,1038.99,13.484,13.155,13.145,1.2500325999262567,0.21484384804769785,1.8252313231999002,3.7790189719148706
Kepler-220 c,Kepler-220,2014.0,Transit,9.034199,1.57,37.321,586.0,0.05841,1.486,4632.0,0.666,0.729,-0.1738,171.109,11.206,10.672,10.55,0.9558896527130925,0.19589965240923377,1.5719532719625513,3.66576855071938
Kepler-487 d,Kepler-487,2021.0,Transit,2.418390036,2.77513568,550.8,1226.0,0.06654,2.0744,5422.0,0.887,0.874,0.02,872.343,13.732,13.326,13.25,0.3835263448383299,0.4432842212009723,2.740993931584886,3.734159513244467
TOI-1634 b,TOI-1634,2021.0,Transit,0.9893455,1.773,121.0,924.0,0.1323,1.027,3472.0,0.45,0.451,0.19,35.2736,9.484,8.847,8.6,-0.004652017259870047,0.24870873560091777,2.0827853703164503,3.540579716504454
K2-199 c,K2-199,2018.0,Transit,7.3744897,2.85,38.6,694.0,0.1739,2.452,4491.0,0.682,0.711,-0.01,107.518,10.277,9.726,9.625,0.867731973376738,0.4548448600085102,1.586587304671755,3.652343055062715
TOI-1723 b,TOI-1723,2024.0,Transit,13.727012643,3.435,92.36,782.98,0.0901,4.2326,5777.0,1.09,1.04,0.159,100.727,8.478,8.175,8.133,1.1375760336807736,0.5359267413955693,1.9654839242451387,3.7617023675414125
Kepler-196 b,Kepler-196,2014.0,Transit,20.739886,1.9,20.735,536.0,0.063,3.014,5128.0,0.782,0.839,0.03,451.312,12.752,12.3,12.235,1.3168063648926072,0.2787536009528289,1.3167040397000367,3.709948016510761
Kepler-221 c,Kepler-221,2014.0,Transit,5.690586,2.93,119.836,860.0,0.1372,2.522,5243.0,0.821,0.854,0.0616,385.231,12.413,11.995,11.9,0.7551569910808862,0.4668676203541095,2.078587304302989,3.719579857713723
Kepler-163 c,Kepler-163,2014.0,Transit,21.347262,2.26,30.238,648.0,0.06305,3.765,5776.0,0.917,0.882,0.1412,689.814,13.194,12.85,12.784,1.329342180319119,0.35410843914740087,1.4805530626992665,3.7616271845615827
TOI-5728 b,TOI-5728,2025.0,Transit,11.49761,1.31,3.512,382.0,0.08431062,2.3907993,3419.0,0.37,0.36,-0.12,54.7045,10.998,10.414,10.17,1.0606075732505966,0.11727129565576427,0.545554507234065,3.5338991007965945
TOI-1246 c,TOI-1246,2022.0,Transit,5.904137,2.45109846,129.0,862.49,0.07739266,2.8928243,5213.0,0.8649,0.8889,0.168,169.422,10.294,10.003,9.907,0.7711564263308581,0.3893607571010517,2.110589710299249,3.717087724927019
Kepler-207 d,Kepler-207,2014.0,Transit,5.868075,3.31,732.604,1254.0,0.04356,3.97,5920.0,1.588,1.313,0.29,875.519,12.1,11.841,11.805,0.7684956559343653,0.5198279937757188,2.8648692855722953,3.77232170672292
Kepler-245 b,Kepler-245,2014.0,Transit,7.49019,2.57,77.749,753.0,0.12124,2.804,5100.0,0.795,0.856,0.12,861.527,14.121,13.688,13.639,0.874492834375699,0.4099331233312945,1.8906948118818356,3.7075701760979363
Kepler-208 b,Kepler-208,2014.0,Transit,4.22864,1.63,639.576,1379.0,0.015,3.308,6092.0,1.314,1.082,-0.0423,775.328,12.547,12.309,12.21,0.6262007136008002,0.21218760440395779,2.80589215854023,3.784759894664005
Kepler-246 b,Kepler-246,2014.0,Transit,4.60182,2.34,141.613,896.0,0.07559,2.227,5206.0,0.831,0.853,0.2,626.078,13.587,13.15,13.038,0.6629296272540524,0.3692158574101428,2.151103123192131,3.716504163773217
Kepler-179 c,Kepler-179,2014.0,Transit,6.40013,2.0,115.983,810.0,0.07432,1.842,5302.0,0.759,0.893,0.12,605.68,13.278,12.873,12.75,0.8061887955009576,0.3010299956639812,2.0643943379575966,3.7244397233970745
Kepler-226 c,Kepler-226,2014.0,Transit,5.349555,2.27,180.513,919.0,0.0831,3.051,5571.0,0.802,0.904,0.09,980.138,14.114,13.724,13.633,0.7283176569591004,0.35602585719312274,2.256508483942298,3.745933158459443
Kepler-113 b,Kepler-113,2014.0,Transit,4.754,1.82,105.333,775.0,0.07487,2.5037,4725.0,0.69,0.75,0.05,262.351,11.886,11.36,11.255,0.6770591773921614,0.2600713879850748,2.0225644535469405,3.674401812845282
Kepler-48 d,Kepler-48,2014.0,Transit,42.8961,2.04,9.292,448.0,0.05553,5.625,5194.0,0.89,0.88,0.17,306.738,11.702,11.292,11.221,1.6324178090734736,0.3096301674258988,0.9681092011281979,3.715501945293284
Kepler-199 b,Kepler-199,2014.0,Transit,23.637604,3.11,31.679,595.0,0.11713,4.954,5644.0,0.967,0.96,0.0,521.054,12.449,12.101,12.083,1.3736034526527474,0.4927603890268375,1.5007714639106238,3.7515870050823104
Kepler-237 c,Kepler-237,2014.0,Transit,8.103636,2.08,60.642,687.0,0.08879,3.15,4861.0,0.725,0.696,0.22,657.822,13.749,13.223,13.172,0.9086799251037345,0.31806333496276157,1.7827735160844262,3.686725621074542
Kepler-247 c,Kepler-247,2014.0,Transit,9.439452,4.09,53.899,686.0,0.30361,2.896,5100.0,0.768,0.887,0.3,663.711,13.597,13.178,13.051,0.9749467824035553,0.6117233080073418,1.7315807077004557,3.7075701760979363
Kepler-161 b,Kepler-161,2014.0,Transit,4.921355,2.12,123.4,868.0,0.08001,1.873,5078.0,0.806,0.853,0.24,434.632,12.767,12.329,12.246,0.6920846938250342,0.32633586092875144,2.091315159697223,3.7056926965377035
Kepler-153 b,Kepler-153,2014.0,Transit,18.870227,2.92,21.609,621.0,0.10966,3.075,5404.0,0.892,0.756,-0.27,459.368,12.945,12.483,12.418,1.275777124555733,0.4653828514484183,1.3346346694963522,3.732715340349993
Kepler-106 b,Kepler-106,2014.0,Transit,6.16486,0.82,277.216,1021.0,0.00558,3.262,5858.0,1.04,1.0,-0.12,444.322,11.752,11.494,11.431,0.7899232184957667,-0.08618614761628333,2.4428182927189113,3.76774936734558
Kepler-100 d,Kepler-100,2014.0,Transit,35.3331,1.61,53.981,670.0,0.00938,5.966,5825.0,1.49,1.08,0.02,304.645,10.081,9.804,9.768,1.5481817425532103,0.20682587603184974,1.7322409256161855,3.7652959296980564
Kepler-274 b,Kepler-274,2014.0,Transit,11.634788,1.54,147.812,961.0,0.02923,5.541,6023.0,1.007,0.883,-0.2112,1333.62,13.773,13.458,13.456,1.0657584743207311,0.18752072083646307,2.1697096933431776,3.7798128631705805
Kepler-211 c,Kepler-211,2014.0,Transit,6.04045,1.29,95.436,841.0,0.02732,2.053,5123.0,0.816,0.867,0.151,309.353,11.927,11.488,11.447,0.7810692937928261,0.11058971029924898,1.9797122285003808,3.709524355876341
Kepler-212 c,Kepler-212,2014.0,Transit,31.805174,2.74,54.662,664.0,0.03606,8.316,5852.0,1.455,1.166,0.22,687.194,11.931,11.699,11.62,1.5024977758607714,0.437750562820388,1.737685517826335,3.767304317453273
Kepler-228 d,Kepler-228,2014.0,Transit,11.094286,4.04,122.778,835.0,0.15175,4.591,6043.0,1.014,1.006,0.18,1644.61,14.528,14.113,14.132,1.0450993573802807,0.6063813651106049,2.0891205546344542,3.7812525942484565
Kepler-230 b,Kepler-230,2014.0,Transit,32.625555,4.26,11.816,506.0,0.18048,5.783,5588.0,0.817,0.784,-0.21,740.754,13.824,13.37,13.299,1.5135579082815807,0.6294095991027189,1.072470482303893,3.7472563974421442
TOI-444 b,TOI-444,2023.0,Transit,17.9636,2.77,23.4694,609.0,0.1056,3.761,5225.0,0.779,0.96,0.08,57.3973,8.3,7.915,7.832,1.254393375953867,0.4424797690644486,1.3705019869134643,3.7180862947830917
Kepler-166 b,Kepler-166,2014.0,Transit,7.650254,2.27,77.543,772.0,0.09814,2.749,5413.0,0.742,0.811,-0.08,603.53,13.346,12.941,12.876,0.8836758546264465,0.35602585719312274,1.8895425990730776,3.7334380270910614
Kepler-181 c,Kepler-181,2014.0,Transit,4.302149,1.99,168.188,937.0,0.07472,1.965,5333.0,0.749,0.81,-0.04,609.283,13.364,12.948,12.876,0.6336854476035624,0.29885307640970665,2.2257950062080494,3.7269715836828765
Kepler-106 d,Kepler-106,2014.0,Transit,23.9802,0.95,45.357,649.0,0.0104,5.351,5858.0,1.04,1.0,-0.12,444.322,11.752,11.494,11.431,1.379852800886857,-0.022276394711152253,1.6566443217549476,3.76774936734558
Kepler-131 c,Kepler-131,2014.0,Transit,25.5169,0.84,35.736,615.0,0.00631,5.141,5685.0,1.03,1.02,0.12,228.678,10.418,10.127,10.079,1.406827911637248,-0.07572071393811836,1.553105939463782,3.7547304690237535
Kepler-320 b,Kepler-320,2014.0,Transit,8.371554,1.14,280.559,1292.0,0.0098,4.04,6435.0,1.108,1.072,-0.1228,826.613,12.546,12.283,12.307,0.9228060829611472,0.05690485133647256,2.448024204914878,3.8085485512404054
Kepler-169 e,Kepler-169,2014.0,Transit,13.767102,2.2,28.548,595.0,0.06848,2.912,4997.0,0.763,0.825,0.17,406.529,12.729,12.283,12.186,1.1388425300995875,0.3424226808222063,1.4555756880848911,3.698709349442587
Kepler-249 c,Kepler-249,2014.0,Transit,7.113702,1.51,12.529,429.0,0.08076,2.219,3568.0,0.482,0.510238,-0.34,190.401,12.836,12.15,11.966,0.8520956682061953,0.17897694729316943,1.0979164092373255,3.5524248457040857
Kepler-174 b,Kepler-174,2014.0,Transit,13.98179,1.96,24.418,553.0,0.10184,2.938,4880.0,0.622,0.602,-0.56,384.757,12.791,12.293,12.184,1.145562774940314,0.292256071356476,1.3877100893986056,3.6884198220027105
Kepler-231 c,Kepler-231,2014.0,Transit,19.271566,1.93,6.267,393.0,0.12198,3.209,3767.0,0.49,0.58,-0.1,316.618,13.405,12.775,12.589,1.2849170066910196,0.28555730900777376,0.7970596946999711,3.5759956202032677
Kepler-197 c,Kepler-197,2014.0,Transit,10.349695,1.23,189.965,930.0,0.01252,4.251,6004.0,1.12,0.857,-0.441,330.575,10.814,10.577,10.535,1.0149275515544127,0.08990511143939793,2.278673591968267,3.7784406835712327
Kepler-151 b,Kepler-151,2014.0,Transit,15.228958,3.06,40.728,639.0,0.11248,2.645,5460.0,0.83,0.87,0.1245,649.919,13.383,12.998,12.864,1.1826701889347608,0.48572142648158,1.6098930840292818,3.7371926427047373
Kepler-241 b,Kepler-241,2014.0,Transit,12.718092,2.33,23.6,562.0,0.11494,3.117,4699.0,0.668,0.671,0.031,512.0,13.608,13.064,12.881,1.104421962253808,0.367355921026019,1.3729120029701065,3.672005445022952
Kepler-232 b,Kepler-232,2014.0,Transit,4.431222,3.08,410.583,1104.0,0.10109,3.172,5847.0,0.968,0.97,0.03,1349.13,14.179,13.799,13.765,0.6465235083163858,0.4885507165004443,2.6134009636438393,3.766933093837284
Kepler-233 b,Kepler-233,2014.0,Transit,8.472382,2.43,85.131,751.0,0.11235,2.697,5360.0,0.758,0.855,-0.09,856.417,14.006,13.555,13.453,0.9280055288690222,0.38560627359831223,1.930087734906892,3.72916478969277
Kepler-143 b,Kepler-143,2014.0,Transit,16.007583,2.41,118.334,838.0,0.02866,1.133,5848.0,1.359,0.982,-0.01,809.467,12.59,12.292,12.223,1.2043257623374388,0.3820170425748684,2.073109545058015,3.767007363949804
Kepler-332 d,Kepler-332,2014.0,Transit,34.21154,1.18,7.253,427.0,0.02738,4.709,4955.0,0.72,0.743,-0.13,344.19,12.558,12.073,11.974,1.5341726239789504,0.07188200730612536,0.8605176774617463,3.695043658821294
HIP 9618 b,HIP 9618,2023.0,Transit,20.772858,3.82838127,40.3,640.88,0.1415,4.9427299,5649.0,0.9593,0.942,-0.018,67.5478,7.922,7.656,7.559,1.3174962523482998,0.5830151828173401,1.6053050461411094,3.751971574736327
TOI-1221 b,TOI-1221,2023.0,Transit,91.68278,2.91,6.06,440.0,0.072,8.12,5592.0,1.031,0.93,0.06,138.411,9.433,9.089,9.036,1.9622877734753552,0.4638929889859073,0.7824726241662862,3.747567162737625
TOI-1670 b,TOI-1670,2022.0,Transit,10.98462,2.06,196.694,1062.0,0.0315,2.8,6170.0,1.316,1.21,0.09,168.067,8.968,8.754,8.724,1.0407850376099534,0.31386722036915343,2.2937911123004526,3.7902851640332416
K2-13 b,K2-13,2015.0,Transit,39.91488,1.89,22.8,511.0,0.058,6.34,5698.0,0.78,0.8,-0.54,342.394,11.571,11.26,11.169,1.6011348279471385,0.2764618041732441,1.3579348470004537,3.755722444903458
Kepler-436 b,Kepler-436,2015.0,Transit,64.00205,2.73,1.69,322.0,0.11125,4.67,4651.0,0.697,0.729,0.01,588.867,14.083,13.49,13.333,1.806193884756222,0.436162647040756,0.22788670461367352,3.6675463395115164
TOI-1224 c,TOI-1224,2024.0,Transit,17.945466,2.884,1.9952,303.12,0.54806849,3.0740072,3326.0,0.404,0.4,,37.3312,10.018,9.405,9.134,1.2539547403845481,0.4599952560473914,0.2999864361344674,3.5219222448835006
