pl_name,hostname,disc_year,discoverymethod,pl_orbper,pl_rade,pl_insol,pl_eqt,pl_trandep,pl_trandur,st_teff,st_rad,st_mass,st_met,sy_dist,sy_jmag,sy_hmag,sy_kmag,log_period,log_radius,log_insol,log_teff
Kepler-352 c,Kepler-352,2014.0,Transit,16.332995,1.24,26.373,591.0,0.0289,2.122,5212.0,0.781,0.798,-0.11,252.733,11.61,11.178,11.132,1.2130658291156937,0.09342168516223506,1.4211595347740806,3.7170044070405472
Kepler-400 c,Kepler-400,2014.0,Transit,17.340824,1.49,76.86,755.0,0.01708,3.425,5886.0,1.145,1.08,0.0844,845.97,12.566,12.289,12.296,1.2390697304037788,0.17318626841227402,1.8857003801283299,3.769820257763592
Kepler-1683 b,Kepler-1683,2020.0,Transit,15.0337,1.87477762,47.32,669.0,0.03749,3.272,5429.0,0.900327,0.95,0.16,733.143,13.475,13.097,13.04,1.1770658795774618,0.272949760525302,1.6750447359558929,3.73471984165568
Kepler-122 b,Kepler-122,2014.0,Transit,5.766193,2.34,448.102,1159.0,0.03648,3.846,6050.0,1.216,0.982,-0.08,1027.45,13.173,12.887,12.826,0.7608891745475486,0.3692158574101428,2.6513768822906942,3.781755374652469
GJ 9827 c,GJ 9827,2017.0,Transit,3.648103,1.13,73.0,715.94,0.0361,1.8264,4236.0,0.58,0.62,-0.29,29.661,7.984,7.379,7.193,0.5620670916355855,0.05307844348341968,1.863322860120456,3.6269559514354475
TOI-1347 c,TOI-1347,2024.0,Transit,4.841962,1.6,183.6642,1000.0,0.03186638,2.2428837,5464.0,0.83,0.913,0.04,147.476,10.011,9.683,9.616,0.6850213767506808,0.2041199826559248,2.2640245114628903,3.737510690673476
Kepler-446 c,Kepler-446,2015.0,Transit,3.036179,1.11,6.705,520.0,0.18205,0.9432,3359.0,0.24,0.22,-0.3,96.339,13.591,13.075,12.827,0.4823273721050786,0.045322978786657475,0.8263987821876178,3.526210003841664
Kepler-235 c,Kepler-235,2014.0,Transit,7.824904,1.28,14.2,555.0,0.057,2.217,4255.0,0.554,0.581,-0.51,428.018,13.952,13.278,13.116,0.8934790181001457,0.10720996964786837,1.1522883443830565,3.628899564420607
Kepler-20 d,Kepler-20,2011.0,Transit,77.611455,2.606,5.71,430.0,0.08275,7.2566,5495.0,0.9164,0.929,0.07,282.563,11.252,10.91,10.871,1.8899258253321982,0.4159744113765659,0.756636108245848,3.7399676967595092
Kepler-697 b,Kepler-697,2016.0,Transit,3.709870645,4.13,472.236,1151.0,0.20203,3.1,5513.0,0.88,0.92,-0.01,1277.33,14.306,13.934,13.785,0.5693587669891431,0.615950051656401,2.674159091606318,3.741387992479269
Kepler-99 b,Kepler-99,2014.0,Transit,4.60358,1.48,108.042,810.0,0.04498,2.3499,4782.0,0.73,0.79,0.18,208.369,11.368,10.852,10.757,0.6630956946269994,0.17026171539495738,2.03359261495381,3.679609571779756
Kepler-1835 b,Kepler-1835,2021.0,Transit,11.96409988,3.53387773,100.96,808.0,0.07842,4.526,5903.0,0.961,0.922,-0.26,1404.38,14.189,13.844,13.836,1.0778800299988482,0.5482515191082309,2.004149341900059,3.7710727832211948
Kepler-1555 b,Kepler-1555,2016.0,Transit,8.10501635,1.61,483.262,959.0,0.02099,4.443,5866.0,1.06,1.04,0.03,2013.27,14.221,13.942,13.834,0.9087538952743076,0.20682587603184974,2.684182646909753,3.7683420586445333
Kepler-783 c,Kepler-783,2020.0,Transit,7.05395,2.33153725,113.3,840.0,0.05211,1.7244,5411.49,0.872088,0.94,-0.03,516.09,12.705,12.342,12.287,0.8484323769644373,0.3676423583880746,2.0542299098633974,3.7333168602421978
TOI-904 b,TOI-904,2023.0,Transit,10.8772,2.426,8.3169,429.43,0.18272189,3.65,3770.2,0.527,0.557,0.022,46.0891,9.607,8.941,8.766,1.0365171140156604,0.3848907965305542,0.9199614796835458,3.5763643890897483
TOI-904 c,TOI-904,2023.0,Transit,83.9997,2.167,0.5449,217.26,0.18565913,5.04,3770.2,0.527,0.557,0.022,46.0891,9.607,8.941,8.766,1.924277735007391,0.33585891131981793,-0.26368319209589114,3.5763643890897483
Kepler-1851 b,Kepler-1851,2021.0,Transit,12.02289963,3.90012032,85.78,776.0,0.07786,1.2667,5982.0,0.879,0.967,-0.28,1589.81,14.524,14.141,13.962,1.08000922153036,0.5910780053613769,1.9333860419030544,3.7768464086952993
Kepler-1104 b,Kepler-1104,2016.0,Transit,5.03728015,1.23,813.524,1321.0,0.00784,1.8848,6417.0,1.41,1.3,0.13,530.658,11.215,11.012,10.971,0.7021961049605007,0.08990511143939793,2.910370369705351,3.8073320392911905
LHS 1678 c,LHS 1678,2021.0,Transit,3.694284,0.941,13.5,510.9,0.08328226,1.23,3490.0,0.329,0.345,,19.8782,9.020001,8.501,8.264,0.5675302790013097,-0.026410376572743116,1.130333768495006,3.5428254269591797
Kepler-1901 b,Kepler-1901,2021.0,Transit,3.484129906,1.47418907,389.41,1132.0,0.01616,1.356,5696.0,0.921,1.022,0.14,1028.37,13.756,13.481,13.31,0.5420943393342447,0.16855318690965843,2.590407099955085,3.7555699806288
Kepler-860 b,Kepler-860,2016.0,Transit,5.101379454,3.24,233.621,1050.0,0.08946,2.5932,5836.0,1.06,1.04,0.09,1056.36,14.129,13.838,13.75,0.7076876286966937,0.5105450102066121,2.368511878569663,3.766115283221414
Kepler-1604 b,Kepler-1604,2016.0,Transit,0.683684256,1.41,1391.4,2023.0,0.02856,0.9993,4976.0,0.76,0.81,0.02,541.189,13.389,12.924,12.821,-0.16514442099370252,0.14921911265537988,3.143451999021631,3.696880371682762
Kepler-804 b,Kepler-804,2016.0,Transit,14.37457351,1.94,83.427,779.0,0.03358,4.782,5817.0,1.05,1.01,0.0,649.65,12.631,12.3,12.246,1.1575949681441857,0.287801729930226,1.9213066268168197,3.7646990637983677
TOI-4438 b,TOI-4438,2024.0,Transit,7.44628,2.52,6.0,435.0,0.40457242,2.021,3422.0,0.372,0.368,-0.19,30.0346,9.695,9.128,8.869,0.8719393628209466,0.4014005407815441,0.7781512503836436,3.5342800052050816
LHS 1678 d,LHS 1678,2024.0,Transit,4.9652229,0.981,9.1,462.95,0.06330581,1.0,3490.0,0.329,0.345,,19.8782,9.020001,8.501,8.264,0.6959387497230624,-0.008330992620051497,0.9590413923210935,3.5428254269591797
Kepler-203 d,Kepler-203,2014.0,Transit,11.32972,1.44,121.816,855.0,0.01743,3.992,5821.0,1.114,1.06,0.08,703.302,12.859,12.47,12.445,1.0542191769456966,0.15836249209524964,2.0857043347282933,3.7649975992848805
Kepler-1221 b,Kepler-1221,2016.0,Transit,12.00096042,1.88,37.81,632.0,0.04801,3.433,5194.0,0.82,0.87,0.09,913.65,14.117,13.735,13.665,1.0792160034155995,0.2741578492636798,1.5776066773625357,3.715501945293284
Kepler-1985 b,Kepler-1985,2023.0,Transit,3.42064689,2.27,382.68,1129.0,0.03568,1.767,5370.0,0.966,0.877,0.14,,14.068,13.67,13.556,0.5341082447084448,0.35602585719312274,2.582835765290584,3.7299742856995555
TOI-1347 b,TOI-1347,2024.0,Transit,0.84742346,1.8,1876.1315,1400.0,0.04243933,0.8769615,5464.0,0.83,0.913,0.04,147.476,10.011,9.683,9.616,-0.07189951719658842,0.25527250510330607,3.2732632752599344,3.737510690673476
Kepler-750 b,Kepler-750,2016.0,Transit,9.42887179,3.07,255.74,1163.0,0.05654,4.4123,6160.0,1.23,1.15,0.03,1296.02,13.463,13.212,13.103,0.9744597304159903,0.48713837547718647,2.407798660840787,3.7895807121644256
Kepler-955 b,Kepler-955,2016.0,Transit,14.53244172,3.13,33.091,664.0,0.14263,3.1732,5350.0,0.84,0.89,0.02,550.383,13.269,12.854,12.807,1.1623385899643517,0.49554433754644844,1.5197098916059006,3.7283537820212285
Kepler-1943 b,Kepler-1943,2021.0,Transit,4.850180149,1.54869189,724.2,1098.0,0.00645,5.676,6032.0,0.973,1.055,-0.06,1004.55,12.677,12.364,12.252,0.685757869790639,0.1899650240970781,2.859858520480993,3.7804613328617176
TOI-1136 c,TOI-1136,2022.0,Transit,6.2574,2.879,232.392,1062.0,0.0813,3.4880319,5770.0,0.968,1.022,0.07,84.5362,8.363,8.088,8.034,0.7963939178415531,0.459241664878082,2.3662211735648673,3.7611758131557314
Kepler-651 b,Kepler-651,2016.0,Transit,21.38521506,2.37,27.223,574.0,0.06694,4.0311,5522.0,0.87,0.92,-0.04,509.408,12.719,12.397,12.27,1.330113622088815,0.37474834601010387,1.4349359831617166,3.7420964023032446
Kepler-1879 b,Kepler-1879,2021.0,Transit,10.61340046,2.06512018,242.6,987.0,0.01502,0.9829,5865.0,1.388,1.023,0.0,627.171,11.753,11.496,11.444,1.0258545511407613,0.31494533056486573,2.3848907965305544,3.768268016451548
TOI-815 b,TOI-815,2024.0,Transit,11.197259,2.94,36.9,686.0,0.1301,3.379,4869.0,0.77,0.776,-0.09,59.7117,8.531,8.066,7.999,1.049111723843094,0.46834733041215726,1.5670263661590604,3.6874397745458944
Kepler-364 c,Kepler-364,2014.0,Transit,59.980627,2.15,22.234,568.0,0.02824,6.582,6108.0,1.284,1.076,-0.031,891.462,12.676,12.419,12.388,1.7780110012904125,0.33243845991560533,1.3470176013249486,3.7858990283843834
Kepler-828 b,Kepler-828,2016.0,Transit,0.567857136,1.51,1835.159,1848.0,0.03348,0.9869,5039.0,0.77,0.81,-0.02,575.322,13.586,13.146,12.992,-0.24576091226607852,0.17897694729316943,3.263673697923876,3.7023443583557687
Kepler-229 b,Kepler-229,2014.0,Transit,6.252972,2.2,76.217,823.0,0.10369,2.64,5120.0,0.728,0.808,0.06,826.265,14.363,13.868,13.785,0.7960864839704943,0.3424226808222063,1.8820518503783294,3.709269960975831
Kepler-1689 b,Kepler-1689,2020.0,Transit,8.483,0.94678642,149.3,879.0,0.00691,2.485,5731.43,0.996208,1.023,-0.1455,294.122,11.065,10.782,10.706,0.9285494670016639,-0.02374797989521541,2.1740598077250253,3.758262992582984
Kepler-29 b,Kepler-29,2011.0,Transit,10.33974,2.55,55.9,777.0,0.102,3.041,5378.0,0.732,0.761,-0.44,832.532,14.131,13.673,13.657,1.0145096182564763,0.4065401804339551,1.7474118078864234,3.730620797887283
Kepler-629 b,Kepler-629,2016.0,Transit,7.2385854,1.38,103.147,816.0,0.02758,3.1069,5444.0,0.84,0.93,0.01,372.05,12.107,11.729,11.646,0.8596537025230956,0.13987908640123647,2.013456601166247,3.735918116531297
Kepler-1384 b,Kepler-1384,2016.0,Transit,15.36262753,1.94,32.23,608.0,0.04683,3.657,4919.0,0.74,0.78,-0.06,618.0,13.786,13.276,13.074,1.186465501124479,0.287801729930226,1.5082603055123345,3.6918768225593315
TOI-871 b,TOI-871,2024.0,Transit,14.362565,1.664,24.78,621.0,0.045,4.032,4929.0,0.719,0.758,-0.07,68.0473,8.954001,8.488,8.38,1.157232007167356,0.2211533219547051,1.3941013020400446,3.692758818154724
Kepler-847 b,Kepler-847,2016.0,Transit,2.343231895,1.18,292.31,1054.0,0.02465,2.0391,4940.0,0.77,0.83,0.15,513.103,13.24,12.741,12.708,0.3698152701314748,0.07188200730612536,2.465843672937086,3.693726948923647
Kepler-1262 b,Kepler-1262,2016.0,Transit,8.67900242,1.82,142.545,949.0,0.03016,2.835,5771.0,0.98,0.99,-0.02,1054.87,14.059,13.719,13.629,0.9384698094636817,0.2600713879850748,2.1539519883203786,3.761251074308663
TOI-2068 b,TOI-2068,2024.0,Transit,7.768915,1.821,12.23,520.62,0.097,2.06,3710.0,0.535,0.559,0.27,52.9328,9.872,9.237001,9.007,0.8903603698413658,0.26030994579492,1.0874264570362855,3.569373909615046
Kepler-764 b,Kepler-764,2016.0,Transit,7.33683936,1.64,160.457,875.0,0.03258,3.512,5557.0,0.89,0.92,-0.06,1047.84,14.105,13.697,13.622,0.8655090103069779,0.21484384804769785,2.2053586681131083,3.744840396785379
Kepler-824 b,Kepler-824,2016.0,Transit,4.51436633,1.87,454.604,1231.0,0.02307,2.956,6035.0,1.22,1.15,0.14,1201.4,13.792,13.571,13.447,0.6545967981272744,0.27184160653649897,2.657633252705021,3.780677274433368
Kepler-743 b,Kepler-743,2016.0,Transit,3.179262921,1.21,397.252,1101.0,0.02064,1.0248,5486.0,0.85,0.94,0.01,278.987,11.234,10.837,10.777,0.5023264450012351,0.08278537031645007,2.599066092378542,3.739255803268511
Kepler-821 b,Kepler-821,2016.0,Transit,1.92279873,1.31,496.82,1215.0,0.02597,1.9191,5191.0,0.8,0.84,-0.03,614.571,13.435,12.967,12.869,0.2839338266071324,0.11727129565576427,2.696199070491402,3.7152510288788494
TOI-1448 b,TOI-1448,2024.0,Transit,8.112245,2.749,5.45,426.0,0.47230724,3.127852,3412.0,0.38,0.372,0.37,73.3345,11.599,11.033,10.765,0.909141058426799,0.4391747398434685,0.7363965022766424,3.5330090224954853
TOI-776 c,TOI-776,2020.0,Transit,15.665323,2.047,4.9,420.0,0.1177,2.932,3725.0,0.547,0.542,-0.21,27.1701,8.483,7.877,7.615,1.1949393539366178,0.3111178426625057,0.6901960800285137,3.5711262770843115
TOI-6086 b,TOI-6086,2024.0,Transit,1.3888725,1.18,26.8,634.0,0.1531,0.7,3200.0,0.259,0.254,0.11,31.4566,10.816,10.248,9.989,0.14266237886360925,0.07188200730612536,1.4281347940287887,3.505149978319906
Kepler-749 b,Kepler-749,2016.0,Transit,17.31716585,3.1,24.631,454.0,0.1473,3.1599,5009.0,0.75,0.79,-0.11,721.027,14.169,13.629,13.515,1.2384768162943693,0.4913616938342727,1.391482044225046,3.699751031689514
Kepler-755 b,Kepler-755,2016.0,Transit,1.269090374,1.76,889.888,1331.0,0.03409,1.5736,5043.0,0.77,0.82,-0.01,399.034,12.465,11.961,11.879,0.10349255001589004,0.24551266781414982,2.9493353504170634,3.7026889681591335
Kepler-791 b,Kepler-791,2016.0,Transit,14.5539759,3.05,140.057,939.0,0.03197,6.254,6383.0,1.47,1.3,0.06,1266.34,13.418,13.139,13.158,1.162981651435668,0.48429983934678583,2.14630481958873,3.805024844429805
Kepler-793 b,Kepler-793,2016.0,Transit,4.24153639,1.37,617.407,1177.0,0.01881,3.115,5745.0,0.97,0.98,0.0,985.699,13.353,12.997,12.871,0.6275231973564028,0.1367205671564068,2.7905715490918808,3.759290033024304
Kepler-759 b,Kepler-759,2016.0,Transit,41.805985,2.27,19.02,533.0,0.04947,6.132,5860.0,1.04,1.04,0.06,1073.48,13.327,13.009,12.967,1.6212384603972625,0.35602585719312274,1.279210512601395,3.767897616018091
Kepler-790 b,Kepler-790,2016.0,Transit,13.73469807,2.18,38.274,634.0,0.07464,2.3574,5208.0,0.8,0.84,-0.05,703.168,13.784,13.294,13.248,1.1378191167617362,0.33845649360460484,1.5829038525341041,3.7166709755601355
Kepler-787 b,Kepler-787,2016.0,Transit,0.928310498,1.28,493.553,1115.0,0.03762,1.3,4248.0,0.62,0.65,-0.09,503.568,13.937,13.306,13.105,-0.03230673820585852,0.10720996964786837,2.693333796056574,3.6281845080734128
Kepler-26 b,Kepler-26,2011.0,Transit,12.28,2.78,7.6,431.0,0.27947,2.7096,3914.0,0.512,0.544,-0.13,335.307,13.408,12.746,12.63,1.0891983668051488,0.4440447959180762,0.8808135922807914,3.5926208213219826
Kepler-760 b,Kepler-760,2016.0,Transit,8.70419416,3.06,84.406,748.0,0.10749,2.9741,5322.0,0.85,0.89,0.08,792.336,13.707,13.301,13.239,0.9397285700466746,0.48572142648158,1.9263733195435906,3.72607487021537
Kepler-812 b,Kepler-812,2016.0,Transit,10.11716531,3.55,421.917,1163.0,0.02887,4.939,6761.0,1.71,1.45,0.02,1482.74,13.006,12.755,12.832,1.0050588462314443,0.5502283530550941,2.6252270244514504,3.830010935936118
Kepler-811 b,Kepler-811,2016.0,Transit,23.58447697,2.7,78.59,730.0,0.04292,5.464,5747.0,1.24,1.01,0.05,985.041,12.852,12.529,12.462,1.3726262493940344,0.43136376415898736,1.895367288773362,3.7594411971336976
Kepler-484 b,Kepler-484,2016.0,Transit,10.045569313,2.28,90.629,766.0,0.06739,3.1986,5668.0,0.87,0.96,-0.1,382.136,11.89,11.575,11.482,1.0019745545723766,0.35793484700045375,1.9572671880159165,3.753429841575423
Kepler-26 c,Kepler-26,2011.0,Transit,17.2559,2.72,4.82,385.0,0.20548,2.0371,3914.0,0.512,0.544,-0.13,335.307,13.408,12.746,12.63,1.2369376153134253,0.43456890403419873,0.6830470382388496,3.5926208213219826
Kepler-474 b,Kepler-474,2016.0,Transit,5.660672935,3.06,671.064,1115.0,0.07378,4.6722,5785.0,1.08,0.99,-0.01,841.496,12.306,11.969,11.91,0.7528680627404242,0.48572142648158,2.8267639412142818,3.7623033632877685
Kepler-768 b,Kepler-768,2016.0,Transit,11.3910025,1.79,40.589,618.0,0.04486,2.297,5108.0,0.78,0.82,-0.03,784.56,14.121,13.627,13.514,1.056561947174716,0.2528530309798932,1.608408351641706,3.708250888591378
Kepler-810 b,Kepler-810,2016.0,Transit,4.59725385,1.93,350.597,1105.0,0.0313,2.823,5803.0,1.04,1.03,0.1,1458.59,14.534,14.238,14.207,0.6624984851752426,0.28555730900777376,2.544808195588295,3.7636525705645303
Kepler-307 c,Kepler-307,2013.0,Transit,13.0729,2.2,44.0,739.0,0.07055,3.0401,5367.0,0.814,0.907,0.19,575.581,12.833,12.452,12.321,1.1163719390949276,0.3424226808222063,1.6434526764861874,3.7297315952870354
Kepler-500 b,Kepler-500,2016.0,Transit,8.508324398,2.58,193.68,909.0,0.06521,3.5033,5813.0,1.03,1.02,0.03,807.48,12.995,12.693,12.588,0.9298440399490211,0.41161970596323016,2.2870847764336766,3.764400322956388
Kepler-806 b,Kepler-806,2016.0,Transit,8.09219642,1.14,413.603,1089.0,0.00653,5.455,5770.0,1.16,0.99,0.0,361.896,10.486,10.165,10.128,0.9080664157555693,0.05690485133647256,2.6165836801795046,3.7611758131557314
Kepler-784 b,Kepler-784,2016.0,Transit,31.5922646,1.58,194.385,688.0,0.01451,13.84,5674.0,1.32,1.0,0.07,1303.72,12.061,11.704,11.617,1.4995807581632397,0.19865708695442263,2.2886627489206606,3.7538893314598334
Kepler-831 b,Kepler-831,2016.0,Transit,5.62153941,1.27,266.249,992.0,0.01723,2.3638,5732.0,0.97,0.99,0.02,593.54,12.539,12.227,12.159,0.7498552596474799,0.10380372095595687,2.425287985290747,3.758306181725307
Kepler-779 b,Kepler-779,2016.0,Transit,7.09714223,0.92,15.028,425.0,0.03695,2.244,3804.0,0.44,0.46,-0.43,283.155,13.441,12.872,12.608,0.8510835087775991,-0.036212172654444715,1.176901186391347,3.5802405082653763
Kepler-803 b,Kepler-803,2016.0,Transit,50.28638192,3.79,20.882,543.0,0.11193,6.3668,5919.0,1.12,1.05,0.02,639.771,12.415,12.074,11.993,1.7014503894744708,0.5786392099680724,1.319772091426363,3.7722483399718536
Kepler-802 b,Kepler-802,2016.0,Transit,40.0587473,3.54,13.508,489.0,0.12394,5.533,5507.0,0.9,0.93,0.06,780.585,13.596,13.307,13.105,1.6026973640987483,0.5490032620257879,1.130591051963374,3.7409150764812824
Kepler-830 b,Kepler-830,2016.0,Transit,11.29695137,1.7,160.18,907.0,0.01985,4.583,6037.0,1.11,1.07,-0.02,1122.0,13.662,13.34,13.269,1.0529612592515543,0.2304489213782739,2.2046082893270356,3.780821175853473
Kepler-829 b,Kepler-829,2016.0,Transit,6.88337562,2.11,247.47,857.0,0.04584,2.2442,5698.0,0.97,0.98,0.03,1073.76,13.699,13.364,13.29,0.8378014692838345,0.3242824552976926,2.393522558323538,3.755722444903458
Kepler-477 b,Kepler-477,2016.0,Transit,11.11990653,2.07,38.71,649.0,0.06363,3.3296,5240.0,0.79,0.87,-0.04,367.0,12.274,11.832,11.729,1.0461011367356223,0.3159703454569177,1.587823171318955,3.7193312869837265
Kepler-505 b,Kepler-505,2016.0,Transit,27.52197994,2.6,3.641,314.0,0.23128,4.0704,3931.0,0.53,0.55,-0.19,283.41,12.912,12.236,12.08,1.4396796739706628,0.414973347970818,0.5612206789339438,3.5945030438200893
Kepler-499 b,Kepler-499,2016.0,Transit,5.632528453,2.17,148.456,844.0,0.06539,2.153,5312.0,0.83,0.87,0.0,556.726,12.946,12.511,12.405,0.7507033942617686,0.3364597338485295,2.171597754739294,3.7252580663599613
Kepler-745 b,Kepler-745,2016.0,Transit,9.93143556,2.16,286.026,931.0,0.03986,5.659,5849.0,1.04,1.04,0.06,1780.38,13.998,13.664,13.621,0.9970120290316262,0.3344537511509309,2.456405512651083,3.7670816213633223
Kepler-848 b,Kepler-848,2016.0,Transit,6.91134416,1.7,794.778,1086.0,0.02017,5.6555,5695.0,1.2,1.01,0.15,1378.47,12.84,12.484,12.431,0.8395625198055159,0.2304489213782739,2.9002458370351127,3.7554937284151193
Kepler-794 b,Kepler-794,2016.0,Transit,11.13125132,2.11,299.97,952.0,0.02112,4.1751,5839.0,1.38,1.19,0.34,931.192,12.337,12.024,12.011,1.0465439883081549,0.3242824552976926,2.477077823099855,3.7663384752512874
Kepler-796 b,Kepler-796,2016.0,Transit,6.40087618,1.3,962.264,1109.0,0.01408,2.5038,5475.0,1.09,0.93,0.09,817.584,11.606,11.184,11.074,0.8062394261861267,0.11394335230683679,2.983294238372517,3.738384123512156
HD 108236 e,HD 108236,2020.0,Transit,19.590025,3.083,35.0031,636.0,0.1038,4.2,5660.0,0.877,0.869,-0.28,64.5978,8.046,7.703,7.637,1.2920349902241963,0.4889735247265083,1.5441065087295611,3.7528164311882715
TOI-1233.01,HD 108236,2021.0,Transit,14.175685,2.539,53.8795,708.0,0.0705,3.85,5660.0,0.877,0.869,-0.28,64.5978,8.046,7.703,7.637,1.1515440541280668,0.40466270087372225,1.7314235568310425,3.7528164311882715
TOI-451 b,TOI-451,2020.0,Transit,1.8587033,1.84,786.0,1474.0,0.0396,2.059,5490.0,0.85,0.93,0.02,123.739,9.636,9.287,9.19,0.2692100699996326,0.2648178230095365,2.895422546039408,3.739572344450092
Kepler-753 b,Kepler-753,2016.0,Transit,5.747725012,1.91,41.674,641.0,0.08201,1.8222,4346.0,0.65,0.68,-0.03,274.767,12.608,11.966,11.875,0.759495982039122,0.28103336724772754,1.6198651873916452,3.638089721984506
Kepler-752 b,Kepler-752,2016.0,Transit,18.82747265,2.81,45.278,632.0,0.10062,4.732,5373.0,0.83,0.87,-0.08,1232.29,14.459,14.014,13.939,1.2747920253896894,0.4487063199050799,1.6558872351380995,3.730216840568694
Kepler-846 b,Kepler-846,2016.0,Transit,19.80792185,2.48,35.276,624.0,0.06163,3.524,5579.0,0.91,0.94,0.0,1127.12,14.423,14.086,13.978,1.2968389138817893,0.3944516808262163,1.5474793339310255,3.746556361410369
Kepler-845 b,Kepler-845,2016.0,Transit,0.927859821,2.04,772.498,1361.0,0.05153,1.4398,4913.0,0.75,0.79,0.01,431.051,13.094,12.567,12.515,-0.032517631070660157,0.3096301674258988,2.8878973637084084,3.691346764134822
Kepler-771 b,Kepler-771,2016.0,Transit,8.73485836,1.82,339.296,890.0,0.02707,4.444,5906.0,1.05,1.03,0.01,1393.85,13.585,13.244,13.202,0.941255867078635,0.2600713879850748,2.530578739727147,3.7712934426290596
Kepler-773 b,Kepler-773,2016.0,Transit,3.749100061,1.43,490.707,1160.0,0.01826,1.8438,5850.0,1.01,1.04,0.05,547.026,12.216,11.908,11.888,0.5739270316085988,0.1553360374650618,2.690822253293102,3.7671558660821804
Kepler-844 b,Kepler-844,2016.0,Transit,2.613020856,1.68,89.652,713.0,0.05997,1.93,4128.0,0.57,0.59,-0.24,431.776,13.804,13.194,13.058,0.41714287609149225,0.22530928172586284,1.9525599824567659,3.615739688619155
Kepler-843 b,Kepler-843,2016.0,Transit,2.053879821,2.59,890.333,1523.0,0.05467,2.1809,5830.0,1.03,1.02,0.05,1165.66,14.088,13.761,13.709,0.31257502806189147,0.4132997640812518,2.949552470705468,3.765668554759014
TOI-663 d,TOI-663,2024.0,Transit,7.1027268,1.92,12.9,482.0,0.13177158,2.7542652,3681.0,0.512,0.514,0.07,64.2308,10.448,9.828,9.607,0.8514251102465595,0.28330122870354957,1.110589710299249,3.5659658174466666
Kepler-842 b,Kepler-842,2016.0,Transit,1.21956827,1.6,588.95,1252.0,0.04949,1.5672,4848.0,0.73,0.78,-0.02,532.726,13.538,12.997,12.913,0.08620611662547548,0.2041199826559248,2.7700784261184683,3.68556261115823
Kepler-839 b,Kepler-839,2016.0,Transit,37.8144514,2.57,46.303,626.0,0.04125,8.5785,6058.0,1.31,1.22,0.29,944.561,12.554,12.31,12.25,1.577657804172005,0.4099331233312945,1.6656091301375533,3.782329268996837
Kepler-770 b,Kepler-770,2016.0,Transit,18.92540274,2.3,27.736,1171.0,0.06409,3.7409,5598.0,0.92,0.94,-0.01,930.457,13.391,13.01,12.923,1.2770451302275172,0.36172783601759284,1.4430438286483402,3.7480328941301435
Kepler-769 b,Kepler-769,2016.0,Transit,7.42608998,2.92,241.128,1037.0,0.04433,3.7017,6186.0,1.28,1.19,0.06,1169.57,13.684,13.394,13.392,0.8707602071552536,0.4653828514484183,2.382247643971135,3.79140991566716
TOI-5082.01,TOI-5082,2024.0,Transit,4.240122,2.54811,254.588,1164.91,0.0842,2.388,5670.0,0.93,0.99665,0.09,43.1406,6.989,6.708,6.613,0.6273783526221048,0.4062181722354656,2.4058379293388317,3.7535830588929064
Kepler-744 b,Kepler-744,2016.0,Transit,12.06222443,1.62,62.955,750.0,0.03032,2.1007,5594.0,0.93,0.94,0.0,449.964,12.354,11.998,11.931,1.0814274047023205,0.20951501454263097,1.7990302282671713,3.7477224620355085
Kepler-765 b,Kepler-765,2016.0,Transit,27.6655226,2.43,48.947,641.0,0.04692,6.508,5901.0,1.06,1.05,0.04,1076.28,13.487,13.168,13.175,1.4419388784233893,0.38560627359831223,1.6897260787056068,3.7709256146389993
Kepler-834 b,Kepler-834,2016.0,Transit,13.32388301,2.02,11.845,378.0,0.07813,3.2768,4554.0,0.66,0.7,-0.13,633.937,14.167,13.601,13.484,1.1246308107247458,0.3053513694466238,1.0735350650587838,3.658393026279124
Kepler-832 b,Kepler-832,2016.0,Transit,7.1396941,2.06,256.828,965.0,0.05129,3.929,5596.0,0.9,0.92,-0.08,1688.12,14.682,14.295,14.197,0.8536796048394846,0.31386722036915343,2.409642369796347,3.74787770581979
HD 73344 b,HD 73344,2024.0,Transit,15.611,2.884,111.9729,911.0,0.05204898,3.304,6252.6,1.22,1.2,0.143,35.26,5.836,5.64,5.567,1.1934307237268453,0.4599952560473914,2.0491129262007695,3.7960606462803326
TOI-4527.01,TOI-4527,2024.0,Transit,0.3994445,0.9086617,571.5072,1362.93,0.03308174,0.8028796,3702.0,0.485948,0.483901,,18.1037,7.839,7.24,7.02,-0.3985435543178572,-0.041597777030789505,2.757021706123379,3.5684364144168854
Kepler-912 b,Kepler-912,2016.0,Transit,2.534756273,2.8,519.95,1218.0,0.0463,4.4149,5998.0,1.11,1.07,0.02,2004.72,14.014,13.632,13.602,0.4039362065175027,0.4471580313422192,2.715961582542224,3.7780064614235083
Kepler-1017 b,Kepler-1017,2016.0,Transit,7.23400469,1.99,119.603,831.0,0.04924,2.1648,5473.0,0.87,0.93,0.04,552.058,12.838,12.475,12.396,0.8593787859904972,0.29885307640970665,2.077742073190063,3.7382254481425052
Kepler-980 b,Kepler-980,2016.0,Transit,11.55102504,2.67,170.137,845.0,0.04028,3.714,5935.0,1.06,1.05,0.01,961.468,13.022,12.714,12.665,1.0626205253072063,0.42651126136457523,2.2307987706874535,3.77342072329061
